fips,county,state,iso_3166_2,total_homeowners,total_mortgages,predicted_foreclosure_rate,white_ho_share,RGDP_2012,unemp_rate,api_total_med_owner_cost,api_w_mort_med_owner_cost,api_w_o_mort_med_owner_cost,api_share_never_married,api_share_married,api_share_divorced,api_share_separated,api_share_widowed,api_share_other_than_married,api_share_less_hs,api_share_hs_or_equiv,api_share_some_col_or_assoc,api_share_bachelor,api_share_grad_or_prof,api_month_med_income,api_cost_to_income_ratio
47081,Hickman County,Tennessee,TN,6944,4175,0.01,0.95,406817,0.0303136192888967,605,1037,351,0.307215812369964,0.467561944391905,0.12847550595801,0.0197181766597314,0.0770285606203896,0.532438055608095,0.214430095451993,0.44250421111735,0.231049971925884,0.0772038180797305,0.0348119034250421,1907.58333333333,0.317155213839501
47093,Knox County,Tennessee,TN,119314,74916,0.006,0.908,24481578,0.0286253334200768,944,1284,410,0.309955823927947,0.49407011913341,0.121547153737553,0.0168935300405327,0.0575333731605582,0.50592988086659,0.0841795874694582,0.2544144943516,0.285757159587274,0.224764881078595,0.150883877513073,2471.66666666667,0.381928523263654
47105,Loudon County,Tennessee,TN,15486,7625,0.004,0.956,1728112,0.0333989858777187,784,1178,394,0.203538175046555,0.589874301675978,0.112150837988827,0.0144785847299814,0.0799581005586592,0.410125698324022,0.139093529788597,0.319586803331198,0.27362267777066,0.167761050608584,0.0999359385009609,2377.41666666667,0.329769708016404
47117,Marshall County,Tennessee,TN,8601,5199,0.01,0.919,1130637,0.0349477682811016,752,1129,368,0.237110654177138,0.527263727058107,0.132091996039906,0.0324423120859036,0.071091310638946,0.472736272941893,0.141146621561471,0.423751446630464,0.289415116175554,0.100418410041841,0.0452684055906703,2360,0.31864406779661
47129,Morgan County,Tennessee,TN,6145,2845,0.01,0.985,286061,0.040523211079764,532,984,346,0.264885796060385,0.520624052977159,0.124024917223189,0.021662270610023,0.0688029631292441,0.479375947022841,0.196177924217463,0.482899505766063,0.224579901153213,0.0586490939044481,0.0376935749588138,1820.33333333333,0.292254165903681
47139,Polk County,Tennessee,TN,4533,2549,0.008,0.964,293124,0.0395495374715109,546,982,318,0.196195262024408,0.581550610193826,0.136180904522613,0.0210337401292175,0.0650394831299354,0.418449389806174,0.15836211149482,0.396151948692649,0.318944252590035,0.0808255221180727,0.0457161651044236,2084.58333333333,0.261922846292225
47151,Scott County,Tennessee,TN,6238,2888,0.008,0.977,541473,0.0430439952437574,513,915,303,0.234329102699108,0.514105193149698,0.151194369007371,0.0264368453139722,0.0739344898298509,0.485894806850302,0.202138190457335,0.437537121362107,0.266679865373193,0.0577443410545767,0.0359004817527882,1705.58333333333,0.300776860311722
47173,Union County,Tennessee,TN,5255,2665,0.012,0.974,279019,0.039917055469155,519,1040,297,0.216881965552178,0.521023302938197,0.171985815602837,0.0215298885511651,0.0685790273556231,0.478976697061803,0.230875609578572,0.444137127884125,0.222214134944319,0.0596841109251037,0.0430890166678798,1898.66666666667,0.273349719101123
47179,Washington County,Tennessee,TN,34737,20019,0.006,0.946,5346734,0.0338435820112757,793,1173,360,0.290020948390783,0.505970291373072,0.119358217482384,0.0171110264711484,0.0675395162826128,0.494029708626928,0.109760297561648,0.284681085548974,0.283027965284474,0.194597511135602,0.127933140469302,2079,0.381433381433381
45049,Hampton County,South Carolina,SC,5303,1936,0.032,0.501,448266,0.0261071123581798,383,1087,306,0.364291671631121,0.369474562135113,0.126474442988204,0.0265697605147146,0.113189562730847,0.630525437864888,0.181740431900791,0.432684769439099,0.269474734516428,0.0860950751906493,0.0300049889530326,1778.58333333333,0.215339924096894
45053,Jasper County,South Carolina,SC,7937,4477,0.023,0.565,972648,0.024827476798604,775,1219,425,0.301824285524979,0.477892133044746,0.13397234860197,0.023145898670436,0.0631653341578692,0.522107866955254,0.183881952326901,0.375193478485192,0.263543493963471,0.111907955835311,0.0654731193891239,2103.58333333333,0.368418967634592
45075,Orangeburg County,South Carolina,SC,23412,8547,0.035,0.457,2736842,0.0462264150943396,519,1117,366,0.398323082439253,0.375830874038117,0.0861350911548115,0.0442535234575392,0.0954574289102794,0.624169125961883,0.139014496608592,0.311294720042559,0.34746974331693,0.116454980715521,0.0857660593163985,1748.08333333333,0.296896601039234
45081,Saluda County,South Carolina,SC,6097,3885,0.021,0.76,428915,0.025974025974026,545,1111,341,0.330996464737252,0.473245850560249,0.0928755467673318,0.0364911019234226,0.0663910360117443,0.526754149439751,0.223794438577966,0.344385779655051,0.265258711721225,0.110665258711721,0.0558958113340373,1900.91666666667,0.286703783262461
46003,Aurora County,South Dakota,SD,762,385,0.006,0.955,85752,0.0231175693527081,636,1159,428,0.380386834068544,0.477095351204615,0.0705802511028164,0.00135731252120801,0.0705802511028164,0.522904648795385,0.194869486948695,0.295229522952295,0.290729072907291,0.145814581458146,0.0733573357335734,2981.75,0.213297560157626
46007,Bennett County,South Dakota,SD,751,280,0.017,0.719,98900,0.0464684014869888,639,927,486,0.446745562130178,0.411665257819104,0.0731191885038039,0.0084530853761623,0.0600169061707523,0.588334742180896,0.189203354297694,0.320230607966457,0.317610062893082,0.15146750524109,0.0214884696016772,2082.33333333333,0.306867296302226
46017,Buffalo County,South Dakota,SD,454,169,0.001,0.314,104690,0.0551415797317437,425,795,343,0.522965879265092,0.290682414698163,0.114173228346457,0.020997375328084,0.0511811023622047,0.709317585301837,0.215189873417722,0.380650994575045,0.301989150090416,0.0867992766726944,0.015370705244123,1265.08333333333,0.335946248600225
46029,Codington County,South Dakota,SD,8285,4251,0.012,0.986,1386052,0.0268460696581472,840,1230,465,0.277516586844765,0.542818225756844,0.101893756316183,0.0116876839931456,0.0660837470890637,0.457181774243157,0.0795882107023411,0.366377508361204,0.337897157190635,0.168948578595318,0.0471885451505017,2585.08333333333,0.324941168885594
46035,Davison County,South Dakota,SD,5522,2792,0.008,0.982,1123803,0.0248351846834643,863,1215,481,0.249286031605001,0.551373992511265,0.107761629751856,0.0254490067906327,0.0661293393412452,0.448626007488735,0.0743217855264147,0.318328699180882,0.349740737957466,0.190275794694522,0.0673329826407154,2566.75,0.336222849907471
46043,Douglas County,South Dakota,SD,825,417,0.011,0.943,239763,0.0247776365946633,655,965,469,0.120279146141215,0.752463054187192,0.0459770114942529,0.00985221674876847,0.0714285714285714,0.247536945812808,0.104051565377532,0.354051565377532,0.395948434622468,0.0989871086556169,0.0469613259668508,2286.33333333333,0.286484910336784
46055,Haakon County,South Dakota,SD,404,151,0.018,0.981,110343,0.0257142857142857,589,1069,509,0.207732256203116,0.664166185804962,0.0392383150605886,0.00577034045008656,0.0830929024812464,0.335833814195038,0.0609929078014184,0.438297872340426,0.329078014184397,0.152482269503546,0.0191489361702128,2135.41666666667,0.275824390243902
46061,Hanson County,South Dakota,SD,948,479,0.008,0.995,150002,0.039954980303883,638,1129,468,0.257868790291999,0.596890405764126,0.086841107318923,0.0140310959423587,0.0443686006825939,0.403109594235874,0.0730735163861825,0.368467670504872,0.341452612931798,0.139946855624446,0.0770593445527015,2611.75,0.244280654733416
46087,McCook County,South Dakota,SD,1651,998,0.006,0.973,260675,0.0246353322528363,743,1225,465,0.230429732868757,0.618350754936121,0.0794425087108014,0.00557491289198606,0.0662020905923345,0.381649245063879,0.102166354640278,0.335383792457876,0.294463760363734,0.190157796202193,0.0778282963359187,2702.08333333333,0.274973014649191
46095,Mellette County,South Dakota,SD,461,172,0.001,0.588,43866,0.048582995951417,425,1053,336,0.345994475138122,0.453729281767956,0.0946132596685083,0.0283149171270718,0.0773480662983425,0.546270718232044,0.182106096595408,0.398258115597783,0.298495645288994,0.102137767220903,0.0190023752969121,1478.33333333333,0.287485907553552
46103,Pennington County,South Dakota,SD,31403,18222,0.013,0.939,4940327,0.0289761074201974,1029,1431,542,0.306242426962258,0.502558003859444,0.125847058295562,0.0114997980523269,0.0538527128304088,0.497441996140556,0.0640780819011246,0.276376511775939,0.347549331635901,0.208333333333333,0.103662741353703,2483.75,0.414292903875189
46111,Sanborn County,South Dakota,SD,650,329,0.012,0.984,154652,0.0254833040421793,572,1000,448,0.277365032194156,0.568598315998019,0.0886577513620604,0.0143635463100545,0.0510153541357107,0.431401684001981,0.0622381807301017,0.3836026331538,0.304608019150209,0.192100538599641,0.0574506283662478,2576.75,0.221985058697972
46125,Turner County,South Dakota,SD,2418,1460,0.011,0.984,364815,0.026197122611123,758,1187,452,0.225787545787546,0.62021978021978,0.0723809523809524,0.00923076923076923,0.0723809523809524,0.37978021978022,0.0775351278144574,0.341797866937532,0.354494667343829,0.165227695953953,0.0609446419502285,2621.25,0.289175011921793
46137,Ziebach County,South Dakota,SD,620,231,0.051,0.462,54309,0.0472103004291846,483,876,423,0.502659574468085,0.292553191489362,0.133421985815603,0.0159574468085106,0.0554078014184397,0.707446808510638,0.1624335499114,0.395747194329592,0.277023036030715,0.135853514471353,0.0289427052569403,1765.08333333333,0.273641471129787
40059,Harper County,Oklahoma,OK,979,392,0.041,0.846,298160,0.0272938443670151,482,959,368,0.212331025387405,0.614243323442137,0.0827563468513023,0.0135179690075833,0.0771513353115727,0.385756676557864,0.196859440827269,0.304481041746457,0.31443891229414,0.134048257372654,0.0501723477594791,2207.91666666667,0.218305340630307
40063,Hughes County,Oklahoma,OK,2999,1442,0.034,0.781,645682,0.0461828463713478,435,958,336,0.33136563876652,0.395506607929515,0.14784140969163,0.03215859030837,0.0931277533039648,0.604493392070485,0.181030884808013,0.394929048414023,0.297266277128548,0.0818030050083473,0.0449707846410684,1821.58333333333,0.238803238940483
40073,Kingfisher County,Oklahoma,OK,3994,1599,0.023,0.873,1134708,0.0196337966026914,626,1222,452,0.247256766642282,0.536210680321873,0.0939608225636024,0.0395838413395107,0.0829878891327319,0.463789319678127,0.115410858758164,0.379374208012477,0.281313968223024,0.156642947655717,0.067258017350619,2619.16666666667,0.239007317849188
40081,Lincoln County,Oklahoma,OK,9321,5053,0.022,0.885,715056,0.0339514066496164,591,1074,332,0.243011055559468,0.541581578762059,0.117879022604042,0.017287514963735,0.0802408281106964,0.458418421237941,0.131493371133161,0.412824147419328,0.304636037688652,0.110189277078296,0.0408571666805637,2182.5,0.270790378006873
40087,McClain County,Oklahoma,OK,10872,6114,0.029,0.859,958504,0.0261596958174905,1024,1483,450,0.214119878355842,0.604492985840882,0.103888035054446,0.0113142147084791,0.0661848860403519,0.395507014159118,0.0986536585365854,0.338887804878049,0.322458536585366,0.167882926829268,0.0721170731707317,2735.33333333333,0.374360224226176
40097,Mayes County,Oklahoma,OK,11627,5613,0.03,0.75,1660771,0.0297480469760464,596,1074,349,0.22751526649671,0.545236260152961,0.141074287069426,0.0228256358569989,0.0633485504239047,0.454763739847039,0.131579880188579,0.392860940767786,0.33036758711141,0.101130764595371,0.0440608273368544,2094.5,0.28455478634519
40109,Oklahoma County,Oklahoma,OK,175415,106779,0.025,0.721,64387819,0.0300708222673541,986,1354,466,0.329449536954919,0.456522906533403,0.133626462322564,0.023405297476563,0.0569957967125508,0.543477093466597,0.125397157476728,0.256093006704507,0.2971451587359,0.20303179019527,0.118332886887595,2524.91666666667,0.390507937555694
40123,Pontotoc County,Oklahoma,OK,9600,4154,0.026,0.758,1803203,0.0300206491237359,689,1133,371,0.298483849703362,0.484805537244562,0.132992748846407,0.017798286090969,0.0659195781147001,0.515194462755438,0.108498583569405,0.325617159044921,0.27782274382841,0.179198704977742,0.108862808579522,2284.58333333333,0.301586722597119
40127,Pushmataha County,Oklahoma,OK,3045,1252,0.019,0.787,205420,0.0471388367729831,450,914,326,0.212477103760371,0.539920267212585,0.1278957008943,0.0157310634629889,0.103975864669755,0.460079732787415,0.169252112498424,0.439021314163198,0.245554294362467,0.0904275444570564,0.0557447345188548,1684.16666666667,0.267194458189015
40147,Washington County,Oklahoma,OK,14469,6803,0.023,0.817,8079688,0.0326374859708193,735,1124,390,0.229234036391718,0.544210627926058,0.135334716926493,0.0204160432453304,0.0708045755104011,0.455789372073942,0.0942795405436142,0.342232457636757,0.277322870465143,0.19489935175708,0.091265779597407,2339,0.314236853356135
40153,Woodward County,Oklahoma,OK,5535,2215,0.042,0.892,1116850,0.0276131917272219,732,1158,408,0.250031121623304,0.556143408440184,0.115896925183618,0.0158720278849745,0.0620565168679198,0.443856591559816,0.118416192657162,0.392553741597104,0.287877668611952,0.137179581886681,0.0639728152471005,2453.5,0.298349296922763
41017,Deschutes County,Oregon,OR,49396,33535,0.012,0.938,8670438,0.038741021069861,1352,1702,542,0.25875092956203,0.536008297564221,0.142363240224921,0.0114287205312529,0.0514488121175749,0.463991702435779,0.0634130643036762,0.21927014728775,0.375351754280924,0.219861393845048,0.122103640282601,2614.25,0.517165535048293
41031,Jefferson County,Oregon,OR,6107,3509,0.019,0.756,715346,0.0500148265296036,918,1195,385,0.302497635868054,0.465483673582912,0.161706625132113,0.016187350503421,0.0541247149135006,0.534516326417089,0.129635643307138,0.303890368253556,0.378840033772813,0.123205819315451,0.0644281353510424,2186.83333333333,0.41978507735691
41037,Lake County,Oregon,OR,1996,1101,0.019,0.93,341019,0.0532445923460899,578,1148,375,0.209629186602871,0.525717703349282,0.164025119617225,0.0290071770334928,0.0716208133971292,0.474282296650718,0.136901784225446,0.333500083375021,0.365182591295648,0.11722527930632,0.0471902617975655,1851.16666666667,0.312235527145043
41053,Polk County,Oregon,OR,19581,13330,0.012,0.887,1878937,0.0399110311391013,1229,1570,516,0.294840036631686,0.530468855560059,0.113693344743203,0.0121605188488042,0.0488372442162471,0.469531144439941,0.0926680053296301,0.229399290633738,0.363090434815246,0.19160395593672,0.123238313284666,2353.41666666667,0.522219468149144
41069,Wheeler County,Oregon,OR,380,218,0.011,0.936,35747,0.0423131170662905,584,1028,414,0.139659803043868,0.615040286481647,0.131602506714414,0.0152193375111907,0.0984780662488809,0.384959713518353,0.08984375,0.3623046875,0.4033203125,0.107421875,0.037109375,1795.25,0.325302882606879
42005,Armstrong County,Pennsylvania,PA,19496,9627,0.021,0.985,2328167,0.0505721668512366,695,1122,433,0.248039686349816,0.554524279440266,0.0956419693817677,0.0185985313205668,0.0831955335075834,0.445475720559734,0.0978532912809034,0.488920541255469,0.24529453657544,0.111018414894699,0.0569132159934887,2284.08333333333,0.304279616184465
48357,Ochiltree County,Texas,TX,2493,927,0.015,0.565,1474669,0.0267229254571027,572,1380,436,0.262120404901438,0.602157698454981,0.0629994672349494,0.0263718700053277,0.0463505594033031,0.397842301545019,0.258558262014483,0.33459512837393,0.245391705069124,0.129196840026333,0.032258064516129,2022.5,0.282818294190359
48359,Oldham County,Texas,TX,480,179,0.017,0.861,339263,0.0287929125138427,588,1149,445,0.331257078142695,0.524348810872027,0.113816534541336,0.0028312570781427,0.0277463193657984,0.475651189127973,0.0894428152492669,0.355571847507331,0.333577712609971,0.154692082111437,0.0667155425219941,2328.16666666667,0.252559238313408
48367,Parker County,Texas,TX,35015,20851,0.01,0.893,3998281,0.0290903222967125,1191,1750,545,0.240296836151758,0.577369090322458,0.112442824878058,0.0126117405910152,0.0572795080567101,0.422630909677542,0.110306406685237,0.282678642487636,0.342152236939344,0.177454380080723,0.0874083338070604,2682.08333333333,0.444057790896381
48379,Rains County,Texas,TX,3279,1395,0.006,0.92,193389,0.0304746044962531,696,1288,437,0.213898916967509,0.53158844765343,0.143802647412756,0.0318892900120337,0.078820697954272,0.46841155234657,0.141561423650976,0.401148105625718,0.318369690011481,0.1,0.0389207807118255,2060.75,0.337741113672207
48381,Randall County,Texas,TX,35040,21067,0.009,0.834,3591737,0.0239842219954211,1096,1462,564,0.265315861305439,0.542084617807343,0.11725855865314,0.0178187961098333,0.0575221661242448,0.457915382192657,0.0723123580217018,0.221065255243828,0.378662607672882,0.229229367742531,0.0987304113190577,2868.08333333333,0.382136734753175
48393,Roberts County,Texas,TX,216,81,0.011,0.958,930064,0.0290556900726392,538,1354,457,0.213533834586466,0.63609022556391,0.0857142857142857,0.0165413533834586,0.0481203007518797,0.36390977443609,0.073345259391771,0.286225402504472,0.379248658318426,0.178890876565295,0.0822898032200358,2567.16666666667,0.209569564370577
48397,Rockwall County,Texas,TX,24830,15496,0.01,0.788,3019931,0.0307068803016023,1683,1978,792,0.244468371467026,0.623647375504711,0.0761507402422611,0.0116554508748318,0.0440780619111709,0.376352624495289,0.0754655659917449,0.188160161201209,0.331486236146771,0.256573174298807,0.148314862361468,3876.5,0.434154520830646
48411,San Saba County,Texas,TX,1378,666,0.003,0.846,174901,0.0294585987261147,633,1192,474,0.252466752466753,0.491205491205491,0.130845130845131,0.0287430287430287,0.0967395967395967,0.508794508794509,0.243765903307888,0.364885496183206,0.243002544529262,0.114758269720102,0.033587786259542,1937.75,0.326667526770739
48425,Somervell County,Texas,TX,2352,1099,0.009,0.902,1110367,0.0357719824601893,836,1578,418,0.242105263157895,0.566145092460882,0.120341394025605,0.0163584637268848,0.055049786628734,0.433854907539118,0.106376003933781,0.394361580068841,0.242091460416325,0.182265202425832,0.0749057531552205,2513.08333333333,0.332659084126406
48429,Stephens County,Texas,TX,2538,874,0.013,0.811,548501,0.0303030303030303,611,1020,442,0.209552733296521,0.504417448923247,0.145637769188294,0.0427940364439536,0.0975980121479845,0.495582551076753,0.216393995614775,0.299207286220273,0.336144375105414,0.0979929161747343,0.0502614268848035,1850.5,0.330181032153472
48433,Stonewall County,Texas,TX,380,131,0.001,0.797,271567,0.0293609671848014,489,950,442,0.176215277777778,0.643229166666667,0.0772569444444445,0.0217013888888889,0.0815972222222222,0.356770833333333,0.180327868852459,0.325819672131148,0.324795081967213,0.113729508196721,0.055327868852459,2110.91666666667,0.231652915400102
48445,Terry County,Texas,TX,2910,1060,0.022,0.575,817722,0.0365213882163035,554,1072,410,0.255753081033919,0.514559930199586,0.115170683825935,0.0369724070236667,0.0775438979168939,0.485440069800414,0.308439829605964,0.306043663471778,0.256522896698616,0.099307774227902,0.0296858359957402,1836.41666666667,0.301674456595725
48449,Titus County,Texas,TX,8517,3662,0.009,0.597,1796056,0.0413938260056127,646,1092,402,0.282162882798102,0.544406540407011,0.093636042818492,0.0279967062698506,0.0517978277065443,0.455593459592989,0.234065345474023,0.335686809173687,0.261527973900765,0.122413205434095,0.046306666017432,2097.83333333333,0.307936760149361
48459,Upshur County,Texas,TX,10648,4711,0.014,0.867,876982,0.0370826798117858,682,1224,426,0.245341520503389,0.51329908502295,0.139009636137034,0.0214305255798401,0.0809192327567863,0.48670091497705,0.134301659988552,0.35725529479107,0.342909273039496,0.118309959931311,0.0472238122495707,2189.91666666667,0.311427375470908
48463,Uvalde County,Texas,TX,5659,2043,0.013,0.365,871238,0.037846856340007,506,1137,355,0.334657022644542,0.440977639105564,0.115964638585543,0.0352195906018059,0.0731811090625443,0.559022360894436,0.237017154860544,0.289882133271093,0.290057182868479,0.142957171198506,0.0400863578013771,1753.08333333333,0.2886343109759
48475,Ward County,Texas,TX,2708,873,0.028,0.441,5888166,0.0237148732008225,502,1106,371,0.274223034734918,0.544332723948812,0.103519195612431,0.00834095063985375,0.0695840950639854,0.455667276051188,0.214305671975412,0.351355127130483,0.299245599329422,0.100027940765577,0.0350656607991059,2622.25,0.191438650014301
48491,Williamson County,Texas,TX,122670,89126,0.008,0.717,20884833,0.0281970759290709,1589,1868,712,0.295384965654882,0.536537101446467,0.109703343441487,0.0163732718447543,0.0420013176124088,0.463462898553533,0.065954132410212,0.205406029136016,0.317048896581566,0.27397374873792,0.137617193134285,3298.58333333333,0.481721951342749
48497,Wise County,Texas,TX,17816,8267,0.012,0.843,3505772,0.0322419551172009,977,1544,488,0.249725713625777,0.5576001385868,0.107289280696014,0.0195946336111485,0.065790233480261,0.4423998614132,0.144696917054641,0.340143145021194,0.329279873995321,0.140249693095222,0.0456303708336229,2488.16666666667,0.392658583964096
48507,Zavala County,Texas,TX,2559,924,0.008,0.025,1043115,0.0843119542306534,373,943,327,0.404494382022472,0.390967601178139,0.102105377986255,0.0308716046689211,0.0715610341442129,0.609032398821861,0.327190246668557,0.335270768358378,0.231216331159626,0.0747093847462433,0.0316132690671959,1268.58333333333,0.294028772252513
49011,Davis County,Utah,UT,80071,60320,0.008,0.894,13874106,0.0236332378223496,1358,1600,441,0.271315082130413,0.601556993529119,0.0837630662020906,0.01198606271777,0.0313787954206073,0.398443006470881,0.0436456676026554,0.214712146074084,0.367529339005791,0.254108458311929,0.120004389005541,2879.5,0.471609654453898
47185,White County,Tennessee,TN,8558,4002,0.006,0.967,666824,0.036407964242178,558,926,304,0.216678281068525,0.53616724738676,0.140209059233449,0.021602787456446,0.08534262485482,0.46383275261324,0.174527030668895,0.452487468333962,0.254729693311055,0.0711475233115938,0.0471082843744947,1899,0.293838862559242
47189,Wilson County,Tennessee,TN,37712,25349,0.005,0.912,4689565,0.0265503629186298,1201,1592,446,0.236667982049611,0.591839731294796,0.104545412831408,0.0161608560389843,0.050786017785201,0.408160268705204,0.0821896952956785,0.290871919789469,0.304791317775506,0.218795537093021,0.103351530046326,2949,0.407256697185487
48009,Archer County,Texas,TX,2547,1182,0.007,0.941,361834,0.0284276729559748,739,1416,480,0.229845860046378,0.568408129859501,0.110353294229982,0.0129586686673032,0.0784340471968354,0.431591870140499,0.104746317512275,0.356301145662848,0.309819967266776,0.156137479541735,0.0729950900163666,2717.58333333333,0.271932783416639
48011,Armstrong County,Texas,TX,454,169,0.003,0.894,66613,0.0271149674620391,694,1256,435,0.199284009546539,0.602028639618139,0.111575178997613,0.0220763723150358,0.065035799522673,0.397971360381862,0.124297752808989,0.254213483146067,0.401685393258427,0.154494382022472,0.065308988764045,2601,0.266820453671665
48021,Bastrop County,Texas,TX,20220,9898,0.011,0.685,2023331,0.0306115218366913,955,1438,516,0.310777592866849,0.489701818403896,0.125608806510222,0.0163060903552834,0.0576056918637495,0.510298181596104,0.170805047225502,0.306430785123967,0.311430047225502,0.145587367178276,0.0657467532467533,2504.75,0.381275576404831
48031,Blanco County,Texas,TX,3178,1463,0.007,0.838,333819,0.0244657788789099,834,1592,533,0.207873210633947,0.564928425357873,0.121574642126789,0.0248466257668712,0.0807770961145194,0.435071574642127,0.100279850746269,0.302355410447761,0.330107276119403,0.173740671641791,0.0935167910447761,2516.08333333333,0.331467558705661
48047,Brooks County,Texas,TX,1405,459,0.011,0.082,372996,0.0508670520231214,362,1121,317,0.428359159414137,0.340904266610062,0.116323498195712,0.0413924856718319,0.0730205901082573,0.659095733389938,0.265277777777778,0.257777777777778,0.2975,0.1275,0.0519444444444445,1205.91666666667,0.300186580056664
48053,Burnet County,Texas,TX,11032,5329,0.008,0.846,1450427,0.0273181993074259,898,1500,529,0.23128818061089,0.559893758300133,0.121513944223108,0.0114475431606906,0.0758565737051793,0.440106241699867,0.114340718298302,0.307265038187212,0.327116076500663,0.177144480212081,0.0741336868017421,2285.41666666667,0.39292616226071
48063,Camp County,Texas,TX,3751,1596,0.01,0.682,320604,0.0420048701298701,609,1133,363,0.239337734465053,0.535471025882846,0.103740961961647,0.0293408781305669,0.0921093995598868,0.464528974117154,0.129477611940299,0.358457711442786,0.32226368159204,0.119402985074627,0.0703980099502488,2135.66666666667,0.285156859684719
48069,Castro County,Texas,TX,1805,671,0.013,0.468,891057,0.0274417232221894,538,873,401,0.296333669693912,0.440968718466196,0.173898419105281,0.0307769929364279,0.0580221997981837,0.559031281533804,0.25685943436049,0.323765301815112,0.260658505698607,0.10510764035458,0.0536091177712115,2397.66666666667,0.224384818573613
48079,Cochran County,Texas,TX,670,244,0.043,0.428,413092,0.0340196956132498,401,899,314,0.286713286713287,0.497377622377622,0.100524475524476,0.0310314685314685,0.0843531468531469,0.502622377622378,0.322649572649573,0.318910256410256,0.276709401709402,0.0560897435897436,0.0256410256410256,2112.16666666667,0.189852442199952
48095,Concho County,Texas,TX,952,327,0.011,0.793,136444,0.0321285140562249,544,1060,462,0.256637168141593,0.508849557522124,0.150442477876106,0.0120675784392599,0.0720032180209171,0.491150442477876,0.27042376583661,0.335517693315858,0.243774574049803,0.111402359108781,0.0388816076889471,2032,0.267716535433071
48099,Coryell County,Texas,TX,18548,8959,0.015,0.756,1536771,0.0398016223258942,820,1185,437,0.324517345525539,0.459343556541908,0.13197283452085,0.0313871414507167,0.0527791219609872,0.540656443458092,0.122125982592569,0.282881288065583,0.438009736359613,0.108912351689111,0.0480706412931234,2200.66666666667,0.372614359285065
48103,Crane County,Texas,TX,1152,371,0.014,0.439,1089316,0.0399227301996137,493,1042,373,0.274488403819918,0.544338335607094,0.0529331514324693,0.0417462482946794,0.086493860845839,0.455661664392906,0.194379391100703,0.324188691870191,0.317162930746069,0.12780194044831,0.0364670458347273,2271.66666666667,0.217021276595744
48115,Dawson County,Texas,TX,3143,1080,0.015,0.485,879443,0.0390488656195463,507,1176,378,0.330044656766019,0.475127219856683,0.102295150067504,0.0236784712846609,0.0688545020251324,0.524872780143317,0.302681032322726,0.333750939614132,0.235529942370333,0.105612628413931,0.0224254572788775,1776.33333333333,0.285419403265153
48123,DeWitt County,Texas,TX,5405,2203,0.017,0.701,6457833,0.0264002484729268,585,1126,407,0.249760651029201,0.532192436572523,0.11686213499282,0.0259095260890378,0.0752752513164193,0.467807563427477,0.197188949664197,0.390777539292391,0.289067368275289,0.0886934847330887,0.0342726580350343,2255.25,0.259394745593615
48127,Dimmit County,Texas,TX,2314,835,0.029,0.163,5861898,0.0254708034141715,408,1137,352,0.375430822255047,0.410388970950271,0.120384047267356,0.0353274249138356,0.0584687346134909,0.589611029049729,0.331296572280179,0.359910581222057,0.176005961251863,0.089865871833085,0.0429210134128167,1304.66666666667,0.312723556463975
48137,Edwards County,Texas,TX,393,142,0.001,0.636,101129,0.0230769230769231,372,1073,336,0.226772616136919,0.471271393643032,0.149755501222494,0.0183374083129584,0.133863080684597,0.528728606356968,0.283437283437283,0.221760221760222,0.305613305613306,0.158004158004158,0.0311850311850312,1627.16666666667,0.228618252586295
48149,Fayette County,Texas,TX,6430,3148,0.01,0.833,1631933,0.0262772534982102,628,1287,464,0.243911683881361,0.564199753624562,0.097413057898228,0.0128873306168862,0.0815881739789633,0.435800246375438,0.14070051588379,0.378604398588108,0.276676622318762,0.146022264458322,0.0579961987510182,2505.75,0.250623565798663
48159,Franklin County,Texas,TX,2778,1194,0.005,0.873,429542,0.0360925005403069,725,1166,417,0.23409010704623,0.553229031878603,0.130925773438419,0.0095282907893189,0.0722267968474297,0.446770968121398,0.0932439977666108,0.278754885538805,0.360831937465103,0.190396426577331,0.0767727526521496,2384.41666666667,0.304057596197532
48169,Garza County,Texas,TX,1468,535,0.011,0.693,364030,0.025955639452572,549,983,364,0.313565426170468,0.514045618247299,0.0763505402160864,0.0352941176470588,0.0607442977190876,0.485954381752701,0.286524822695035,0.309787234042553,0.221843971631206,0.135035460992908,0.0468085106382979,1948,0.281827515400411
48177,Gonzales County,Texas,TX,5345,2178,0.017,0.558,5234195,0.0270099842354178,578,1156,437,0.284020362552769,0.531971691085175,0.0984603923516265,0.0142786193195928,0.0712689346908369,0.468028308914825,0.23821752265861,0.433081570996979,0.194788519637462,0.095166163141994,0.0387462235649547,2261,0.255639097744361
48179,Gray County,Texas,TX,5341,1987,0.014,0.772,1119564,0.0357142857142857,528,1256,364,0.256424932745693,0.512678152366779,0.127640089290825,0.0236964111956957,0.0795604144010074,0.487321847633221,0.188410754600807,0.323048505165219,0.343025244578231,0.101936101799275,0.0435793938564685,2220.91666666667,0.237739672057333
48185,Grimes County,Texas,TX,7374,2693,0.01,0.737,1044079,0.0399605770092286,544,1383,418,0.309913378248316,0.467626214016974,0.127613964476332,0.0373173505993525,0.0575290926590253,0.532373785983026,0.186078063034857,0.351179294510541,0.301450636610311,0.0992485911083281,0.0620434147359633,2188.5,0.248572081334247
