fips,county,state,iso_3166_2,total_homeowners,total_mortgages,predicted_foreclosure_rate,white_ho_share,RGDP_2012,unemp_rate,api_total_med_owner_cost,api_w_mort_med_owner_cost,api_w_o_mort_med_owner_cost,api_share_never_married,api_share_married,api_share_divorced,api_share_separated,api_share_widowed,api_share_other_than_married,api_share_less_hs,api_share_hs_or_equiv,api_share_some_col_or_assoc,api_share_bachelor,api_share_grad_or_prof,api_month_med_income,api_cost_to_income_ratio
08035,Douglas County,Colorado,CO,97021,78603,0.009,0.879,17543547,0.0229730901228461,2070,2294,620,0.245359105030378,0.629883843717001,0.0882917833585847,0.00767871080299344,0.0287865570910427,0.370116156282999,0.0200798215536629,0.120930575526306,0.282546178520075,0.370612579729381,0.205830844670575,4409.16666666667,0.469476469476469
08047,Gilpin County,Colorado,CO,2015,1407,0.016,0.935,518503,0.0221052631578947,1383,1819,355,0.245793850319087,0.548636627344808,0.140398375555985,0.010829626764649,0.0543415200154709,0.451363372655193,0.0145175064047822,0.215841161400512,0.389197267292912,0.241673783091375,0.138770281810418,3723.58333333333,0.371416422353021
12083,Marion County,Florida,FL,103276,49788,0.028,0.82,9331478,0.039107719655748,647,1099,374,0.262958280657396,0.497960159907063,0.127556633751324,0.0192469334062254,0.0922779922779923,0.502039840092937,0.125732959778043,0.367752489828908,0.308637753694428,0.128487994808566,0.0693888018900551,2041.75,0.316885025101016
12087,Monroe County,Florida,FL,16460,8386,0.018,0.818,4523546,0.0208913949921144,1360,2651,697,0.254148056054397,0.497659283817593,0.168055747417538,0.0199996930208285,0.0601372196896441,0.502340716182407,0.0839564632339164,0.268204193564871,0.308027729990291,0.215350287008806,0.124461326202116,2961.58333333333,0.459213821435607
12095,Orange County,Florida,FL,254359,175594,0.031,0.555,90245169,0.0299942499648903,1245,1567,524,0.38271954990248,0.433003184967992,0.117242334601991,0.0233396983112047,0.0436952322163324,0.566996815032008,0.115173837209957,0.244778465512369,0.298329807082753,0.226126307705993,0.115591582488929,2338.66666666667,0.532354618015963
12111,St. Lucie County,Florida,FL,82966,45333,0.025,0.711,8431479,0.0403029241934266,949,1392,509,0.29408648067312,0.483361801733409,0.130503890681344,0.0177611184918074,0.0742867084203201,0.516638198266591,0.136161000347852,0.332523205360576,0.319579465773237,0.136627853755881,0.075108474762454,2202.08333333333,0.430955534531694
12119,Sumter County,Florida,FL,45578,19831,0.04,0.943,2690053,0.0480185042405551,655,1291,469,0.142287652550967,0.612485575410008,0.114880931566248,0.0127723187746966,0.11757352169808,0.387514424589992,0.0777419651901648,0.302762685330141,0.301814163366793,0.186241827055898,0.131439359057003,2298.25,0.284999456107908
12125,Union County,Florida,FL,4161,1955,0.019,0.919,272507,0.030561012879284,701,1102,296,0.319818594104308,0.387120181405896,0.196371882086168,0.0315646258503401,0.065124716553288,0.612879818594104,0.203243470935131,0.380160067396799,0.32413647851727,0.0630791912384162,0.0293807919123842,1919.25,0.365246841214016
13001,Appling County,Georgia,GA,4061,1708,0.014,0.802,1427791,0.0405419937627702,495,947,316,0.31081922310757,0.492716633466135,0.10202938247012,0.0225348605577689,0.0718999003984064,0.507283366533865,0.265441899145687,0.375973387767445,0.261661752475996,0.0540560973765782,0.0428668632342935,1883.91666666667,0.262750475516433
13013,Barrow County,Georgia,GA,20543,14108,0.014,0.786,1930607,0.0294018167761886,1038,1204,397,0.27315702264531,0.525390688456415,0.126238669222522,0.0227102894830891,0.0525033301926638,0.474609311543585,0.156693771155118,0.341905614130646,0.311617320935299,0.124207290977707,0.0655760028012294,2395.08333333333,0.4333878431509
13029,Bryan County,Georgia,GA,6911,4586,0.011,0.822,859218,0.0304101471123356,1308,1667,454,0.284021581972705,0.555347885883556,0.102549635010756,0.0146348344324153,0.0434460627005678,0.444652114116444,0.092587753679993,0.242313387335598,0.337906105739918,0.19636791220277,0.130824841041721,2916.41666666667,0.448495585335885
13043,Candler County,Georgia,GA,2515,935,0.017,0.741,256331,0.030545196235127,576,1046,375,0.290885660731022,0.46520618556701,0.123008434864105,0.0394798500468604,0.0814198687910028,0.53479381443299,0.214076655052265,0.391358885017422,0.267595818815331,0.0933797909407665,0.033588850174216,1556.25,0.370120481927711
13055,Chattooga County,Georgia,GA,6767,3651,0.017,0.929,598372,0.0521163259429888,427,981,318,0.282011303839408,0.459754433833561,0.158253751705321,0.0295751315533035,0.0704053790684077,0.540245566166439,0.262456747404844,0.403114186851211,0.247347174163783,0.0512110726643599,0.0358708189158016,1830.83333333333,0.233227127901685
13059,Clarke County,Georgia,GA,18799,11810,0.007,0.702,7083717,0.0370920872440629,963,1259,480,0.502422266336155,0.355029159766722,0.0882301513016467,0.0166010100490625,0.0377174125464139,0.644970840233278,0.119852941176471,0.201102941176471,0.238984728506787,0.222680995475113,0.217378393665158,1679.41666666667,0.573413387584974
13071,Colquitt County,Georgia,GA,10693,5535,0.011,0.729,1427794,0.0323940435280641,593,1027,324,0.310245393465786,0.466708959312552,0.111594913348136,0.0356988379134346,0.0757518959600911,0.533291040687448,0.253207573340731,0.386261183161107,0.236320133157639,0.0644288785630072,0.0597822317775158,1855.66666666667,0.319561702892042
13079,Crawford County,Georgia,GA,3249,1633,0.022,0.784,144163,0.0374492139198022,565,1012,377,0.31390977443609,0.465670755836961,0.120795409576573,0.0304709141274238,0.0691531460229521,0.534329244163039,0.175799623706491,0.398400752587018,0.318555973659454,0.0504468485418627,0.056796801505174,2199.66666666667,0.256857099560539
13091,Dodge County,Georgia,GA,4849,1802,0.007,0.773,437600,0.0552770815928711,471,997,339,0.292225519287834,0.451691394658754,0.14973293768546,0.0347181008902077,0.0716320474777448,0.548308605341246,0.148295059151009,0.440640222686152,0.269171885873347,0.100417536534447,0.0414752957550452,1854.5,0.253976813157185
13107,Emanuel County,Georgia,GA,5262,1956,0.012,0.71,680882,0.0546208530805687,509,983,352,0.344167926503082,0.427491568787068,0.122630538434702,0.0354110943132922,0.070298871961856,0.572508431212932,0.233514352211016,0.390154453769659,0.24331758234008,0.0658720643204739,0.06714154735877,1776.16666666667,0.286572206061743
13113,Fayette County,Georgia,GA,32750,23258,0.014,0.691,4669141,0.0312048938071345,1410,1820,523,0.264010644119446,0.591607025977231,0.0813116302026889,0.0145390946060496,0.0485316050945846,0.408392974022769,0.0442135208818997,0.214258432441687,0.281625772123224,0.28915932408761,0.170742950465579,3447,0.40905134899913
13123,Gilmer County,Georgia,GA,7969,4271,0.006,0.93,817723,0.0363983085979604,722,1155,349,0.203325123152709,0.567857142857143,0.12807881773399,0.0338669950738916,0.066871921182266,0.432142857142857,0.185990452332561,0.346646499976367,0.265444061067259,0.120952876116652,0.0809661105071608,1979.08333333333,0.364815360646765
08053,Hinsdale County,Colorado,CO,230,132,0.02,0.941,44766,0.032183908045977,732,1380,444,0.144906743185079,0.671449067431851,0.126255380200861,0,0.0573888091822095,0.328550932568149,0.0628930817610063,0.238993710691824,0.24685534591195,0.303459119496855,0.147798742138365,2570.58333333333,0.284760268421565
08057,Jackson County,Colorado,CO,347,237,0.015,0.843,128935,0.0225872689938398,401,1162,346,0.226153846153846,0.573846153846154,0.123846153846154,0.00769230769230769,0.0684615384615385,0.426153846153846,0.103942652329749,0.310035842293907,0.374551971326165,0.172043010752688,0.039426523297491,2047.58333333333,0.195840625127183
08059,Jefferson County,Colorado,CO,158910,113618,0.009,0.881,30704185,0.0246360481091374,1548,1863,520,0.291661340045226,0.521314519357117,0.126797341788865,0.0120943996076812,0.0481323992011116,0.478685480642883,0.0557817005073054,0.204717818951569,0.293188481611698,0.284536308227594,0.161775690701833,3419.58333333333,0.452686730839528
08073,Lincoln County,Colorado,CO,1398,728,0.026,0.954,362619,0.02248126561199,573,1193,368,0.373091797272542,0.435375534296764,0.107673519234683,0.0197435375534297,0.0641156116425809,0.564624465703236,0.0986150907354346,0.538443170964661,0.240448901623687,0.0859598853868195,0.0365329512893983,2130.08333333333,0.269003560111107
