State,Name,RGDP_2012,Combined_Area
Iowa,Keokuk County,367517,0
Iowa,Kossuth County,1013375,0
Iowa,Lee County,1652597,0
Iowa,Linn County,15469738,0
Iowa,Louisa County,641515,0
Iowa,Lucas County,305660,0
Iowa,Lyon County,998293,0
Iowa,Madison County,376103,0
Iowa,Mahaska County,904406,0
Iowa,Marion County,1787982,0
Iowa,Marshall County,1788347,0
Iowa,Mills County,529601,0
Iowa,Mitchell County,743696,0
Iowa,Monona County,341649,0
Iowa,Monroe County,416550,0
Iowa,Montgomery County,416096,0
Iowa,Muscatine County,2442328,0
Iowa,O'Brien County,964234,0
Iowa,Osceola County,469782,0
Iowa,Page County,574889,0
Iowa,Palo Alto County,615505,0
Iowa,Plymouth County,1490450,0
Iowa,Pocahontas County,622077,0
Iowa,Polk County,38100157,0
Iowa,Pottawattamie County,4119417,0
Iowa,Poweshiek County,1072844,0
Iowa,Ringgold County,204407,0
Iowa,Sac County,575534,0
Iowa,Scott County,8420464,0
Iowa,Shelby County,711394,0
Iowa,Sioux County,2524724,0
Iowa,Story County,4900452,0
Iowa,Tama County,665990,0
Iowa,Taylor County,255848,0
Iowa,Union County,565342,0
Iowa,Van Buren County,226283,0
Iowa,Wapello County,1545785,0
Iowa,Warren County,1079783,0
Iowa,Washington County,1163044,0
Iowa,Wayne County,232978,0
Iowa,Webster County,1987435,0
Iowa,Winnebago County,428777,0
Iowa,Winneshiek County,1004871,0
Iowa,Woodbury County,4756524,0
Iowa,Worth County,310833,0
Iowa,Wright County,760324,0
Kansas,Allen County,533193,0
Kansas,Anderson County,260103,0
Kansas,Atchison County,670701,0
Kansas,Barber County,234775,0
Kansas,Barton County,1221797,0
Kansas,Bourbon County,622350,0
Kansas,Brown County,505363,0
Kansas,Butler County,2687151,0
Kansas,Chase County,127796,0
Kansas,Chautauqua County,87196,0
Kansas,Cherokee County,730178,0
Kansas,Cheyenne County,149359,0
Kansas,Clark County,204696,0
Kansas,Clay County,296604,0
Kansas,Cloud County,373004,0
Kansas,Coffey County,771798,0
Kansas,Comanche County,71271,0
Kansas,Cowley County,1339143,0
Kansas,Crawford County,1523287,0
Kansas,Decatur County,159594,0
Kansas,Dickinson County,663593,0
Kansas,Doniphan County,282870,0
Kansas,Douglas County,4455949,0
Kansas,Edwards County,196379,0
Kansas,Elk County,80653,0
Kansas,Ellis County,1570630,0
Kansas,Ellsworth County,280500,0
Kansas,Finney County,2162798,0
Kansas,Ford County,2041339,0
Kansas,Franklin County,873242,0
Kansas,Geary County,2538211,0
Kansas,Gove County,196710,0
Kansas,Graham County,155301,0
Kansas,Grant County,611744,0
Kansas,Gray County,714983,0
Kansas,Greeley County,170753,0
Kansas,Greenwood County,187031,0
Kansas,Hamilton County,283231,0
Kansas,Harper County,349838,0
Kansas,Harvey County,1194597,0
Kansas,Haskell County,468469,0
Kansas,Hodgeman County,146884,0
Kansas,Jackson County,366963,0
Kansas,Jefferson County,378304,0
Kansas,Jewell County,157245,0
Kansas,Johnson County,43766958,0
Kansas,Kearny County,268968,0
Kansas,Kingman County,305353,0
Kansas,Kiowa County,148310,0
Kansas,Labette County,820804,0
Kansas,Lane County,161891,0
Kansas,Leavenworth County,2594620,0
Kansas,Lincoln County,114840,0
Kansas,Linn County,437776,0
Kansas,Logan County,175293,0
Kansas,Lyon County,1342271,0
Kansas,McPherson County,2381864,0
Kansas,Marion County,433625,0
Kansas,Marshall County,531862,0
Kansas,Meade County,283952,0
Kansas,Miami County,880557,0
Kansas,Mitchell County,423902,0
Kansas,Montgomery County,1755404,0
Kansas,Morris County,204122,0
Kansas,Morton County,159682,0
Kansas,Nemaha County,448478,0
Kansas,Neosho County,587629,0
Kansas,Ness County,202328,0
Kansas,Norton County,249937,0
Kansas,Osage County,290622,0
Kansas,Osborne County,190022,0
Kansas,Ottawa County,135091,0
Kansas,Pawnee County,322578,0
Kansas,Phillips County,440451,0
Kansas,Pottawatomie County,1166518,0
Kansas,Pratt County,620797,0
Kansas,Rawlins County,145369,0
Kansas,Reno County,2373024,0
Kansas,Republic County,231947,0
Kansas,Rice County,530615,0
Kansas,Riley County,2416723,0
Kansas,Rooks County,232675,0
Kansas,Rush County,159378,0
Kansas,Russell County,326670,0
Kansas,Saline County,2725937,0
Kansas,Scott County,451398,0
Kansas,Sedgwick County,29339125,0
Kansas,Seward County,1268805,0
Kansas,Shawnee County,9380700,0
Kansas,Sheridan County,163872,0
Kansas,Sherman County,291168,0
Kansas,Smith County,180336,0
Kansas,Stafford County,209092,0
Kansas,Stanton County,206652,0
Kansas,Stevens County,323262,0
Kansas,Sumner County,746505,0
Kansas,Thomas County,553045,0
Kansas,Trego County,189345,0
Kansas,Wabaunsee County,142171,0
Kansas,Wallace County,116960,0
Kansas,Washington County,258862,0
Kansas,Wichita County,303624,0
Kansas,Wilson County,340856,0
Kansas,Woodson County,92135,0
Kansas,Wyandotte County,11106454,0
Kentucky,Adair County,350924,0
Kentucky,Allen County,468656,0
Kentucky,Anderson County,518067,0
Kentucky,Ballard County,195157,0
Kentucky,Barren County,1391989,0
Kentucky,Bath County,185101,0
Kentucky,Bell County,733426,0
Kentucky,Boone County,10548510,0
Kentucky,Bourbon County,1085975,0
Kentucky,Boyd County,4271296,0
Kentucky,Boyle County,1143320,0
Kentucky,Bracken County,141552,0
Kentucky,Breathitt County,220539,0
Kentucky,Breckinridge County,327520,0
Kentucky,Bullitt County,2258316,0
Kentucky,Butler County,300770,0
Kentucky,Caldwell County,380279,0
Kentucky,Calloway County,1255328,0
Kentucky,Campbell County,3152727,0
Kentucky,Carlisle County,151739,0
Kentucky,Carroll County,1775558,0
Kentucky,Carter County,461922,0
Kentucky,Casey County,319139,0
Kentucky,Christian County,5324394,0
Kentucky,Clark County,1375743,0
Kentucky,Clay County,326139,0
Kentucky,Clinton County,309633,0
Kentucky,Crittenden County,198963,0
Kentucky,Cumberland County,154124,0
Kentucky,Daviess County,4216860,0
Kentucky,Edmonson County,156737,0
Kentucky,Elliott County,71983,0
Kentucky,Estill County,198947,0
Kentucky,Fayette County,18340392,0
Kentucky,Fleming County,281784,0
Kentucky,Floyd County,1045510,0
Kentucky,Franklin County,2781698,0
Kentucky,Fulton County,192760,0
Kentucky,Gallatin County,363971,0
Kentucky,Garrard County,222103,0
Kentucky,Grant County,466503,0
Kentucky,Graves County,1178673,0
Kentucky,Grayson County,622263,0
Kentucky,Green County,154451,0
Kentucky,Greenup County,836397,0
Kentucky,Hancock County,913052,0
Kentucky,Hardin County,4666262,0
Kentucky,Harlan County,551647,0
Kentucky,Harrison County,505882,0
Kentucky,Hart County,521198,0
Kentucky,Henderson County,1968621,0
Kentucky,Henry County,324823,0
Kentucky,Hickman County,191609,0
Kentucky,Hopkins County,1704465,0
Kentucky,Jackson County,158872,0
Kentucky,Jefferson County,49342960,0
Kentucky,Jessamine County,1855095,0
Kentucky,Johnson County,418456,0
Kentucky,Kenton County,7088145,0
Kentucky,Knott County,231109,0
Kentucky,Knox County,585937,0
Kentucky,Larue County,200148,0
Kentucky,Laurel County,1965279,0
Kentucky,Lawrence County,325044,0
Kentucky,Lee County,129669,0
Kentucky,Leslie County,168978,0
Kentucky,Letcher County,356506,0
Kentucky,Lewis County,178381,0
Kentucky,Lincoln County,354083,0
Kentucky,Livingston County,263382,0
Kentucky,Logan County,1199843,0
Kentucky,Lyon County,193352,0
Kentucky,McCracken County,3974274,0
Kentucky,McCreary County,238737,0
Kentucky,McLean County,289864,0
Kentucky,Madison County,2808489,0
Kentucky,Magoffin County,145734,0
Kentucky,Marion County,835472,0
Kentucky,Marshall County,1258138,0
Kentucky,Martin County,253396,0
Kentucky,Mason County,1004716,0
Kentucky,Meade County,446304,0
Kentucky,Menifee County,83209,0
Kentucky,Mercer County,792357,0
Kentucky,Metcalfe County,177007,0
Kentucky,Monroe County,286813,0
Kentucky,Montgomery County,904888,0
Kentucky,Morgan County,235576,0
Kentucky,Muhlenberg County,1208144,0
Kentucky,Nelson County,1467849,0
Kentucky,Nicholas County,85399,0
Kentucky,Ohio County,892304,0
Kentucky,Oldham County,1729118,0
Kentucky,Owen County,188324,0
Kentucky,Owsley County,50767,0
Kentucky,Pendleton County,252879,0
Kentucky,Perry County,950187,0
Kentucky,Pike County,1966363,0
Kentucky,Powell County,194671,0
Kentucky,Pulaski County,2038524,0
Kentucky,Robertson County,24009,0
Kentucky,Rockcastle County,310444,0
Kentucky,Rowan County,681802,0
Kentucky,Russell County,587121,0
Kentucky,Scott County,3011198,0
Kentucky,Shelby County,1519092,0
Kentucky,Simpson County,869792,0
Kentucky,Spencer County,215026,0
Kentucky,Taylor County,832914,0
Kentucky,Todd County,321296,0
Kentucky,Trigg County,245179,0
Kentucky,Trimble County,459132,0
Kentucky,Union County,744841,0
Kentucky,Warren County,5625220,0
Kentucky,Washington County,318903,0
Kentucky,Wayne County,388737,0
Kentucky,Webster County,536653,0
Kentucky,Whitley County,990942,0
Kentucky,Wolfe County,95279,0
Kentucky,Woodford County,1153462,0
Louisiana,Acadia Parish,1520519,0
Louisiana,Allen Parish,654503,0
Louisiana,Ascension Parish,7977395,0
Louisiana,Assumption Parish,456748,0
Louisiana,Avoyelles Parish,899901,0
Louisiana,Beauregard Parish,986943,0
Louisiana,Bienville Parish,764845,0
Louisiana,Bossier Parish,5215747,0
Louisiana,Caddo Parish,12607449,0
Louisiana,Calcasieu Parish,15722861,0
Louisiana,Caldwell Parish,187505,0
Louisiana,Cameron Parish,1234787,0
Louisiana,Catahoula Parish,197122,0
Louisiana,Claiborne Parish,489776,0
Louisiana,Concordia Parish,580231,0
Louisiana,De Soto Parish,4064627,0
Louisiana,East Baton Rouge Parish,36124993,0
Louisiana,East Carroll Parish,191356,0
Louisiana,East Feliciana Parish,493325,0
Louisiana,Evangeline Parish,883046,0
Louisiana,Franklin Parish,573058,0
Louisiana,Grant Parish,351420,0
Louisiana,Iberia Parish,3143178,0
Louisiana,Iberville Parish,1651515,0
Louisiana,Jackson Parish,492622,0
Louisiana,Jefferson Parish,21803194,0
Louisiana,Jefferson Davis Parish,903472,0
Louisiana,Lafayette Parish,12873679,0
Louisiana,Lafourche Parish,3905961,0
Louisiana,La Salle Parish,515176,0
Louisiana,Lincoln Parish,2109079,0
Louisiana,Livingston Parish,2550513,0
Louisiana,Madison Parish,439183,0
Louisiana,Morehouse Parish,642816,0
Louisiana,Natchitoches Parish,1350515,0
Louisiana,Orleans Parish,22275300,0
Louisiana,Ouachita Parish,6607609,0
Louisiana,Plaquemines Parish,4014541,0
Louisiana,Pointe Coupee Parish,766277,0
Louisiana,Rapides Parish,5224167,0
Louisiana,Red River Parish,1329733,0
Louisiana,Richland Parish,567808,0
Louisiana,Sabine Parish,854982,0
Louisiana,St. Bernard Parish,2737373,0
Louisiana,St. Charles Parish,8218870,0
Louisiana,St. Helena Parish,153705,0
Louisiana,St. James Parish,3475449,0
Louisiana,St. John the Baptist Parish,4175207,0
Louisiana,St. Landry Parish,2438557,0
Louisiana,St. Martin Parish,1178673,0
Louisiana,St. Mary Parish,2316761,0
Louisiana,St. Tammany Parish,10740563,0
Louisiana,Tangipahoa Parish,3826831,0
Louisiana,Tensas Parish,164853,0
Louisiana,Terrebonne Parish,5253224,0
Louisiana,Union Parish,501417,0
Louisiana,Vermilion Parish,1648309,0
Louisiana,Vernon Parish,1837042,0
Louisiana,Washington Parish,1053948,0
Louisiana,Webster Parish,1084321,0
Louisiana,West Baton Rouge Parish,2293199,0
Louisiana,West Carroll Parish,202246,0
Louisiana,West Feliciana Parish,844398,0
Louisiana,Winn Parish,455336,0
Maine,Androscoggin County,4317875,0
Maine,Aroostook County,2493167,0
Maine,Cumberland County,19823294,0
Maine,Franklin County,1032713,0
Maine,Hancock County,2214481,0
Maine,Kennebec County,5242984,0
Maine,Knox County,1596282,0
Maine,Lincoln County,1060260,0
Maine,Oxford County,1634455,0
Maine,Penobscot County,6033967,0
Maine,Piscataquis County,545330,0
Maine,Sagadahoc County,1505212,0
Maine,Somerset County,1609801,0
Maine,Waldo County,1190328,0
Maine,Washington County,1035191,0
Maine,York County,7457213,0
Maryland,Allegany County,2921129,0
Maryland,Anne Arundel County,45918049,0
Maryland,Baltimore County,51824165,0
Maryland,Calvert County,4161824,0
Maryland,Caroline County,1360553,0
Maryland,Carroll County,5956989,0
Maryland,Cecil County,4630750,0
Maryland,Charles County,5118657,0
Maryland,Dorchester County,1270180,0
Maryland,Frederick County,12408352,0
Maryland,Garrett County,1292477,0
Maryland,Harford County,12067932,0
Maryland,Howard County,24662356,0
Maryland,Kent County,939163,0
Maryland,Montgomery County,84895717,0
Maryland,Prince George's County,42073965,0
Maryland,Queen Anne's County,1787711,0
Maryland,St. Mary's County,6806268,0
Maryland,Somerset County,893635,0
Maryland,Talbot County,1966907,0
Maryland,Washington County,6871045,0
Maryland,Wicomico County,4937014,0
Maryland,Worcester County,2862443,0
Maryland,Baltimore City,46420459,0
Massachusetts,Barnstable County,13587539,0
Massachusetts,Berkshire County,6649401,0
Massachusetts,Bristol County,25348582,0
Massachusetts,Dukes County,1983472,0
Massachusetts,Essex County,43828344,0
Massachusetts,Franklin County,2890056,0
Massachusetts,Hampden County,20988224,0
Massachusetts,Hampshire County,7299058,0
Massachusetts,Middlesex County,163489036,0
Massachusetts,Nantucket County,2052716,0
Massachusetts,Norfolk County,51270244,0
Massachusetts,Plymouth County,25102280,0
Massachusetts,Suffolk County,114696871,0
Massachusetts,Worcester County,40840078,0
Michigan,Alcona County,224122,0
Michigan,Alger County,226329,0
Michigan,Allegan County,4022455,0
Michigan,Alpena County,1026392,0
Michigan,Antrim County,533730,0
Michigan,Arenac County,429490,0
Michigan,Baraga County,239962,0
Michigan,Barry County,1501106,0
Michigan,Bay County,3323417,0
Michigan,Benzie County,425467,0
Michigan,Berrien County,7043241,0
Michigan,Branch County,1308754,0
Michigan,Calhoun County,5848265,0
Michigan,Cass County,1059521,0
Michigan,Charlevoix County,1110353,0
Michigan,Cheboygan County,603871,0
Michigan,Chippewa County,1064432,0
Michigan,Clare County,935235,0
Michigan,Clinton County,2050482,0
Michigan,Crawford County,412201,0
Michigan,Delta County,1176574,0
Michigan,Dickinson County,1232370,0
Michigan,Eaton County,4876632,0
Michigan,Emmet County,1620360,0
Michigan,Genesee County,14994994,0
Michigan,Gladwin County,471364,0
Michigan,Gogebic County,447700,0
Michigan,Grand Traverse County,4648972,0
Michigan,Gratiot County,1315990,0
Michigan,Hillsdale County,1421987,0
Michigan,Houghton County,1036686,0
Michigan,Huron County,1642311,0
Michigan,Ingham County,15335990,0
Michigan,Ionia County,1528792,0
Michigan,Iosco County,828349,0
Michigan,Iron County,309953,0
Michigan,Isabella County,2187561,0
Michigan,Jackson County,5684311,0
Michigan,Kalamazoo County,12819078,0
Michigan,Kalkaska County,505887,0
Michigan,Kent County,38854663,0
Michigan,Keweenaw County,48771,0
Michigan,Lake County,213636,0
Michigan,Lapeer County,2086670,0
Michigan,Leelanau County,689264,0
Michigan,Lenawee County,2707924,0
Michigan,Livingston County,6454115,0
Michigan,Luce County,152079,0
Michigan,Mackinac County,419156,0
Michigan,Macomb County,36676006,0
Michigan,Manistee County,717935,0
Michigan,Marquette County,2944373,0
Michigan,Mason County,993763,0
Michigan,Mecosta County,1132371,0
Michigan,Menominee County,726270,0
Michigan,Midland County,4962643,0
Michigan,Missaukee County,492220,0
Michigan,Monroe County,5387072,0
Michigan,Montcalm County,1499535,0
Michigan,Montmorency County,305444,0
Michigan,Muskegon County,5857270,0
Michigan,Newaygo County,1415438,0
Michigan,Oakland County,95044159,0
Michigan,Oceana County,669523,0
Michigan,Ogemaw County,557933,0
Michigan,Ontonagon County,125873,0
Michigan,Osceola County,706600,0
Michigan,Oscoda County,204586,0
Michigan,Otsego County,964471,0
Michigan,Ottawa County,13165723,0
Michigan,Presque Isle County,364070,0
Michigan,Roscommon County,589237,0
Michigan,Saginaw County,7665760,0
Michigan,St. Clair County,4844169,0
Michigan,St. Joseph County,1889119,0
Michigan,Sanilac County,1315242,0
Michigan,Schoolcraft County,292604,0
Michigan,Shiawassee County,1573326,0
Michigan,Tuscola County,1210428,0
Michigan,Van Buren County,2638934,0
Michigan,Washtenaw County,22430838,0
Michigan,Wayne County,91992838,0
Michigan,Wexford County,1171921,0
Minnesota,Aitkin County,448562,0
Minnesota,Anoka County,13926256,0
Minnesota,Becker County,1380383,0
Minnesota,Beltrami County,1663946,0
Minnesota,Benton County,1672939,0
Minnesota,Big Stone County,227714,0
Minnesota,Blue Earth County,3904767,0
Minnesota,Brown County,1525918,0
Minnesota,Carlton County,1188386,0
Minnesota,Carver County,4877571,0
Minnesota,Cass County,957995,0
Minnesota,Chippewa County,648647,0
Minnesota,Chisago County,1446831,0
Minnesota,Clay County,1869286,0
Minnesota,Clearwater County,274921,0
Minnesota,Cook County,247145,0
Minnesota,Cottonwood County,710828,0
Minnesota,Crow Wing County,2504756,0
Minnesota,Dakota County,25815161,0
Minnesota,Dodge County,681047,0
Minnesota,Douglas County,1832801,0
Minnesota,Faribault County,588959,0
Minnesota,Fillmore County,705316,0
Minnesota,Freeborn County,1260817,0
Minnesota,Goodhue County,2850139,0
Minnesota,Grant County,282218,0
Minnesota,Hennepin County,125835824,0
Minnesota,Houston County,577214,0
Minnesota,Hubbard County,652253,0
Minnesota,Isanti County,1036423,0
Minnesota,Itasca County,2081915,0
Minnesota,Jackson County,719701,0
Minnesota,Kanabec County,375374,0
Minnesota,Kandiyohi County,2266679,0
Minnesota,Kittson County,188376,0
Minnesota,Koochiching County,518855,0
Minnesota,Lac qui Parle County,317095,0
Minnesota,Lake County,707586,0
Minnesota,Lake of the Woods County,175830,0
Minnesota,Le Sueur County,1026787,0
Minnesota,Lincoln County,381329,0
Minnesota,Lyon County,1585216,0
Minnesota,McLeod County,1720342,0
Minnesota,Mahnomen County,158620,0
Minnesota,Marshall County,330811,0
Minnesota,Martin County,1200781,0
Minnesota,Meeker County,846198,0
Minnesota,Mille Lacs County,766045,0
Minnesota,Morrison County,1223822,0
Minnesota,Mower County,1778847,0
Minnesota,Murray County,633492,0
Minnesota,Nicollet County,1540170,0
Minnesota,Nobles County,1404059,0
Minnesota,Norman County,195722,0
Minnesota,Olmsted County,10750877,0
Minnesota,Otter Tail County,2340334,0
Minnesota,Pennington County,1479503,0
Minnesota,Pine County,646826,0
Minnesota,Pipestone County,790096,0
Minnesota,Polk County,1221554,0
Minnesota,Pope County,544834,0
Minnesota,Ramsey County,39364182,0
Minnesota,Red Lake County,150058,0
Minnesota,Redwood County,907097,0
Minnesota,Renville County,826851,0
Minnesota,Rice County,2603069,0
Minnesota,Rock County,802253,0
Minnesota,Roseau County,1206687,0
Minnesota,St. Louis County,10964968,0
Minnesota,Scott County,6074577,0
Minnesota,Sherburne County,3107519,0
Minnesota,Sibley County,471010,0
Minnesota,Stearns County,8149046,0
Minnesota,Steele County,2231122,0
Minnesota,Stevens County,682666,0
Minnesota,Swift County,535232,0
Minnesota,Todd County,852304,0
Minnesota,Traverse County,227202,0
Minnesota,Wabasha County,756510,0
Minnesota,Wadena County,513631,0
Minnesota,Waseca County,806165,0
Minnesota,Washington County,10371878,0
Minnesota,Watonwan County,533939,0
Minnesota,Wilkin County,276138,0
Minnesota,Winona County,2348292,0
Minnesota,Wright County,4158575,0
Minnesota,Yellow Medicine County,595988,0
Mississippi,Adams County,911665,0
Mississippi,Alcorn County,1111411,0
Mississippi,Amite County,238048,0
Mississippi,Attala County,431951,0
Mississippi,Benton County,230407,0
Mississippi,Bolivar County,990380,0
Mississippi,Calhoun County,259860,0
Mississippi,Carroll County,116847,0
Mississippi,Chickasaw County,509946,0
Mississippi,Choctaw County,623843,0
Mississippi,Claiborne County,687937,0
Mississippi,Clarke County,283323,0
Mississippi,Clay County,525372,0
Mississippi,Coahoma County,685522,0
Mississippi,Copiah County,572122,0
Mississippi,Covington County,594969,0
Mississippi,DeSoto County,5023485,0
Mississippi,Forrest County,3262353,0
Mississippi,Franklin County,168862,0
Mississippi,George County,402044,0
Mississippi,Greene County,148158,0
Mississippi,Grenada County,833077,0
Mississippi,Hancock County,1512690,0
Mississippi,Harrison County,7841008,0
Mississippi,Hinds County,11066328,0
Mississippi,Holmes County,272114,0
Mississippi,Humphreys County,184049,0
Mississippi,Issaquena County,27469,0
Mississippi,Itawamba County,512345,0
Mississippi,Jackson County,7502028,0
Mississippi,Jasper County,567192,0
Mississippi,Jefferson County,118147,0
Mississippi,Jefferson Davis County,184291,0
Mississippi,Jones County,2581945,0
Mississippi,Kemper County,339381,0
Mississippi,Lafayette County,1877682,0
Mississippi,Lamar County,1477234,0
Mississippi,Lauderdale County,2984772,0
Mississippi,Lawrence County,324355,0
Mississippi,Leake County,535217,0
Mississippi,Lee County,4562016,0
Mississippi,Leflore County,1101331,0
Mississippi,Lincoln County,1094620,0
Mississippi,Lowndes County,2703896,0
Mississippi,Madison County,5564542,0
Mississippi,Marion County,811934,0
Mississippi,Marshall County,632678,0
Mississippi,Monroe County,901150,0
Mississippi,Montgomery County,187983,0
Mississippi,Neshoba County,977928,0
Mississippi,Newton County,483969,0
Mississippi,Noxubee County,233520,0
Mississippi,Oktibbeha County,1585930,0
Mississippi,Panola County,1029539,0
Mississippi,Pearl River County,926435,0
Mississippi,Perry County,270885,0
Mississippi,Pike County,1061494,0
Mississippi,Pontotoc County,857098,0
Mississippi,Prentiss County,551159,0
Mississippi,Quitman County,97378,0
Mississippi,Rankin County,5856109,0
Mississippi,Scott County,1118116,0
Mississippi,Sharkey County,100091,0
Mississippi,Simpson County,547518,0
Mississippi,Smith County,426526,0
Mississippi,Stone County,320083,0
Mississippi,Sunflower County,623241,0
Mississippi,Tallahatchie County,271777,0
Mississippi,Tate County,465909,0
Mississippi,Tippah County,529468,0
Mississippi,Tishomingo County,489187,0
Mississippi,Tunica County,499243,0
Mississippi,Union County,1012815,0
Mississippi,Walthall County,272712,0
Mississippi,Warren County,2167962,0
Mississippi,Washington County,1388604,0
Mississippi,Wayne County,652728,0
Mississippi,Webster County,172228,0
Mississippi,Wilkinson County,140246,0
Mississippi,Winston County,504568,0
Mississippi,Yalobusha County,267484,0
Mississippi,Yazoo County,694994,0
Missouri,Adair County,765086,0
Missouri,Andrew County,304685,0
Missouri,Atchison County,356830,0
Missouri,Audrain County,941826,0
Missouri,Barry County,1417048,0
Missouri,Barton County,341905,0
Missouri,Bates County,412091,0
Missouri,Benton County,386339,0
Missouri,Bollinger County,188667,0
Missouri,Boone County,8490334,0
Missouri,Buchanan County,4732176,0
Missouri,Butler County,1345165,0
Missouri,Caldwell County,215807,0
Missouri,Callaway County,1700717,0
Missouri,Camden County,1392720,0
Missouri,Cape Girardeau County,3779355,0
Missouri,Carroll County,390466,0
Missouri,Carter County,116530,0
Missouri,Cass County,2351339,0
Missouri,Cedar County,255523,0
Missouri,Chariton County,314351,0
Missouri,Christian County,1485142,0
Missouri,Clark County,156113,0
Missouri,Clay County,10874943,0
Missouri,Clinton County,364674,0
Missouri,Cole County,4561638,0
Missouri,Cooper County,425288,0
Missouri,Crawford County,633102,0
Missouri,Dade County,185151,0
Missouri,Dallas County,253147,0
Missouri,Daviess County,205509,0
Missouri,DeKalb County,306599,0
Missouri,Dent County,343108,0
Missouri,Douglas County,210978,0
Missouri,Dunklin County,774877,0
Missouri,Franklin County,4190570,0
Missouri,Gasconade County,445427,0
Missouri,Gentry County,255835,0
Missouri,Greene County,14915199,0
Missouri,Grundy County,361548,0
Missouri,Harrison County,259849,0
Missouri,Henry County,665048,0
Missouri,Hickory County,137917,0
Missouri,Holt County,260778,0
Missouri,Howard County,224926,0
Missouri,Howell County,1176686,0
Missouri,Iron County,436639,0
Missouri,Jackson County,42560378,0
Missouri,Jasper County,5262399,0
Missouri,Jefferson County,4451284,0
Missouri,Johnson County,1663714,0
Missouri,Knox County,141143,0
Missouri,Laclede County,1144863,0
Missouri,Lafayette County,782864,0
Missouri,Lawrence County,839042,0
Missouri,Lewis County,227766,0
Missouri,Lincoln County,1085666,0
Missouri,Linn County,410056,0
Missouri,Livingston County,559216,0
Missouri,McDonald County,637328,0
Missouri,Macon County,586128,0
Missouri,Madison County,280534,0
Missouri,Maries County,168144,0
Missouri,Marion County,1100481,0
Missouri,Mercer County,123803,0
Missouri,Miller County,659978,0
Missouri,Mississippi County,368253,0
Missouri,Moniteau County,380527,0
Missouri,Monroe County,203706,0
Missouri,Montgomery County,322276,0
Missouri,Morgan County,476222,0
Missouri,New Madrid County,1056171,0
Missouri,Newton County,1886589,0
Missouri,Nodaway County,702044,0
Missouri,Oregon County,209832,0
Missouri,Osage County,405815,0
Missouri,Ozark County,133899,0
Missouri,Pemiscot County,459684,0
Missouri,Perry County,946198,0
Missouri,Pettis County,1594625,0
Missouri,Phelps County,1454887,0
Missouri,Pike County,506110,0
Missouri,Platte County,6326768,0
Missouri,Polk County,758232,0
Missouri,Pulaski County,2072099,0
Missouri,Putnam County,141364,0
Missouri,Ralls County,400620,0
Missouri,Randolph County,1170909,0
Missouri,Ray County,499505,0
Missouri,Reynolds County,243448,0
Missouri,Ripley County,211555,0
Missouri,St. Charles County,15105267,0
Missouri,St. Clair County,153668,0
Missouri,Ste. Genevieve County,574344,0
Missouri,St. Francois County,1565796,0
Missouri,St. Louis County,72235760,0
Missouri,Saline County,897440,0
Missouri,Schuyler County,105908,0
Missouri,Scotland County,155301,0
Missouri,Scott County,1497410,0
Missouri,Shannon County,149430,0
Missouri,Shelby County,166087,0
Missouri,Stoddard County,945410,0
Missouri,Stone County,636661,0
Missouri,Sullivan County,382520,0
Missouri,Taney County,2208252,0
Missouri,Texas County,539124,0
Missouri,Vernon County,877897,0
Missouri,Warren County,734299,0
Missouri,Washington County,348935,0
Missouri,Wayne County,208108,0
Missouri,Webster County,654813,0
Missouri,Worth County,73353,0
Missouri,Wright County,326760,0
Missouri,St. Louis City,27095648,0
Montana,Beaverhead County,450242,0
Montana,Big Horn County,1120386,0
Montana,Blaine County,213355,0
Montana,Broadwater County,190269,0
Montana,Carbon County,342474,0
Montana,Carter County,56068,0
Montana,Cascade County,3635635,0
Montana,Chouteau County,276002,0
Montana,Custer County,448657,0
Montana,Daniels County,88666,0
Montana,Dawson County,392007,0
Montana,Deer Lodge County,258034,0
Montana,Fallon County,213047,0
Montana,Fergus County,508946,0
Montana,Flathead County,3779150,0
Montana,Gallatin County,5448923,0
Montana,Garfield County,42570,0
Montana,Glacier County,467607,0
Montana,Golden Valley County,29900,0
Montana,Granite County,92319,0
Montana,Hill County,772813,0
Montana,Jefferson County,264319,0
Montana,Judith Basin County,136722,0
Montana,Lake County,744908,0
Montana,Lewis and Clark County,3170432,0
Montana,Liberty County,233894,0
Montana,Lincoln County,497121,0
Montana,McCone County,99531,0
Montana,Madison County,454009,0
Montana,Meagher County,74248,0
Montana,Mineral County,94908,0
Montana,Missoula County,5042539,0
Montana,Musselshell County,358031,0
Montana,Park County,524179,0
Montana,Petroleum County,22870,0
Montana,Phillips County,133896,0
Montana,Pondera County,258446,0
Montana,Powder River County,115868,0
Montana,Powell County,223885,0
Montana,Prairie County,51960,0
Montana,Ravalli County,1009474,0
Montana,Richland County,962748,0
Montana,Roosevelt County,425354,0
Montana,Rosebud County,903677,0
Montana,Sanders County,309200,0
Montana,Sheridan County,165659,0
Montana,Silver Bow County,1427644,0
Montana,Stillwater County,698282,0
Montana,Sweet Grass County,230528,0
Montana,Teton County,285527,0
Montana,Toole County,384508,0
Montana,Treasure County,126328,0
Montana,Valley County,303160,0
Montana,Wheatland County,105590,0
Montana,Wibaux County,41099,0
Montana,Yellowstone County,9037173,0
Nebraska,Adams County,1837838,0
Nebraska,Antelope County,526858,0
Nebraska,Arthur County,26511,0
Nebraska,Banner County,57248,0
