State,Name,RGDP_2012,Combined_Area
Nebraska,Blaine County,42159,0
Nebraska,Boone County,448508,0
Nebraska,Box Butte County,629478,0
Nebraska,Boyd County,145884,0
Nebraska,Brown County,262447,0
Nebraska,Buffalo County,2705563,0
Nebraska,Burt County,356159,0
Nebraska,Butler County,301858,0
Nebraska,Cass County,742129,0
Nebraska,Cedar County,410196,0
Nebraska,Chase County,351207,0
Nebraska,Cherry County,348240,0
Nebraska,Cheyenne County,528070,0
Nebraska,Clay County,324175,0
Nebraska,Colfax County,662562,0
Nebraska,Cuming County,1061995,0
Nebraska,Custer County,790653,0
Nebraska,Dakota County,1415362,0
Nebraska,Dawes County,273401,0
Nebraska,Dawson County,1512022,0
Nebraska,Deuel County,86030,0
Nebraska,Dixon County,267450,0
Nebraska,Dodge County,1864024,0
Nebraska,Douglas County,43360593,0
Nebraska,Dundy County,212942,0
Nebraska,Fillmore County,386065,0
Nebraska,Franklin County,84373,0
Nebraska,Frontier County,92701,0
Nebraska,Furnas County,235566,0
Nebraska,Gage County,921230,0
Nebraska,Garden County,90278,0
Nebraska,Garfield County,83487,0
Nebraska,Gosper County,102223,0
Nebraska,Grant County,40289,0
Nebraska,Greeley County,100206,0
Nebraska,Hall County,3295265,0
Nebraska,Hamilton County,630019,0
Nebraska,Harlan County,248504,0
Nebraska,Hayes County,79083,0
Nebraska,Hitchcock County,119515,0
Nebraska,Holt County,699543,0
Nebraska,Hooker County,41413,0
Nebraska,Howard County,250456,0
Nebraska,Jefferson County,424202,0
Nebraska,Johnson County,177686,0
Nebraska,Kearney County,375068,0
Nebraska,Keith County,394058,0
Nebraska,Keya Paha County,47057,0
Nebraska,Kimball County,173552,0
Nebraska,Knox County,410603,0
Nebraska,Lancaster County,17196581,0
Nebraska,Lincoln County,2230091,0
Nebraska,Logan County,40504,0
Nebraska,Loup County,51684,0
Nebraska,McPherson County,31433,0
Nebraska,Madison County,2233309,0
Nebraska,Merrick County,424024,0
Nebraska,Morrill County,647043,0
Nebraska,Nance County,132587,0
Nebraska,Nemaha County,690637,0
Nebraska,Nuckolls County,270982,0
Nebraska,Otoe County,1191884,0
Nebraska,Pawnee County,112773,0
Nebraska,Perkins County,311942,0
Nebraska,Phelps County,898927,0
Nebraska,Pierce County,349152,0
Nebraska,Platte County,2369433,0
Nebraska,Polk County,298488,0
Nebraska,Red Willow County,516301,0
Nebraska,Richardson County,385610,0
Nebraska,Rock County,106470,0
Nebraska,Saline County,860894,0
Nebraska,Sarpy County,6996704,0
Nebraska,Saunders County,730108,0
Nebraska,Scotts Bluff County,1640471,0
Nebraska,Seward County,724661,0
Nebraska,Sheridan County,275177,0
Nebraska,Sherman County,108612,0
Nebraska,Sioux County,92137,0
Nebraska,Stanton County,269759,0
Nebraska,Thayer County,391909,0
Nebraska,Thomas County,45228,0
Nebraska,Thurston County,417458,0
Nebraska,Valley County,286551,0
Nebraska,Washington County,1084442,0
Nebraska,Wayne County,414375,0
Nebraska,Webster County,292114,0
Nebraska,Wheeler County,174001,0
Nebraska,York County,765383,0
Nevada,Churchill County,1102051,0
Nevada,Clark County,110102880,0
Nevada,Douglas County,2384536,0
Nevada,Elko County,2732832,0
Nevada,Esmeralda County,42948,0
Nevada,Eureka County,1433020,0
Nevada,Humboldt County,1270518,0
Nevada,Lander County,864197,0
Nevada,Lincoln County,156813,0
Nevada,Lyon County,1431130,0
Nevada,Mineral County,210009,0
Nevada,Nye County,1688994,0
Nevada,Pershing County,311813,0
Nevada,Storey County,1731617,0
Nevada,Washoe County,24111788,0
Nevada,White Pine County,658795,0
Nevada,Carson City,3351143,0
New Hampshire,Belknap County,2636577,0
New Hampshire,Carroll County,2051584,0
New Hampshire,Cheshire County,3506538,0
New Hampshire,Coos County,1164452,0
New Hampshire,Grafton County,6193813,0
New Hampshire,Hillsborough County,25687589,0
New Hampshire,Merrimack County,9123881,0
New Hampshire,Rockingham County,19908196,0
New Hampshire,Strafford County,5481378,0
New Hampshire,Sullivan County,1496081,0
New Jersey,Atlantic County,12593490,0
New Jersey,Bergen County,70158193,0
New Jersey,Burlington County,25725252,0
New Jersey,Camden County,23558717,0
New Jersey,Cape May County,5070716,0
New Jersey,Cumberland County,6007622,0
New Jersey,Essex County,52070494,0
New Jersey,Gloucester County,14017096,0
New Jersey,Hudson County,43847173,0
New Jersey,Hunterdon County,6820939,0
New Jersey,Mercer County,31467636,0
New Jersey,Middlesex County,57745463,0
New Jersey,Monmouth County,32123913,0
New Jersey,Morris County,49285606,0
New Jersey,Ocean County,18511055,0
New Jersey,Passaic County,20744966,0
New Jersey,Salem County,4729720,0
New Jersey,Somerset County,38123619,0
New Jersey,Sussex County,4438507,0
New Jersey,Union County,35935725,0
New Jersey,Warren County,3911548,0
New Mexico,Bernalillo County,34271103,0
New Mexico,Catron County,82383,0
New Mexico,Chaves County,2150307,0
New Mexico,Cibola County,616921,0
New Mexico,Colfax County,469464,0
New Mexico,Curry County,2931973,0
New Mexico,De Baca County,87570,0
New Mexico,Dona Ana County,6858097,0
New Mexico,Eddy County,10669709,0
New Mexico,Grant County,1119613,0
New Mexico,Guadalupe County,143684,0
New Mexico,Harding County,104726,0
New Mexico,Hidalgo County,210430,0
New Mexico,Lea County,9291716,0
New Mexico,Lincoln County,618040,0
New Mexico,Los Alamos County,2247823,0
New Mexico,Luna County,807091,0
New Mexico,McKinley County,2442637,0
New Mexico,Mora County,102207,0
New Mexico,Otero County,2570871,0
New Mexico,Quay County,296499,0
New Mexico,Rio Arriba County,1411689,0
New Mexico,Roosevelt County,707910,0
New Mexico,Sandoval County,3195392,0
New Mexico,San Juan County,5907349,0
New Mexico,San Miguel County,620243,0
New Mexico,Santa Fe County,5977058,0
New Mexico,Sierra County,306064,0
New Mexico,Socorro County,490809,0
New Mexico,Taos County,927558,0
New Mexico,Torrance County,400641,0
New Mexico,Union County,252761,0
New Mexico,Valencia County,1382748,0
New York,Albany County,29266237,0
New York,Allegany County,1399890,0
New York,Bronx County,43747638,0
New York,Broome County,8853738,0
New York,Cattaraugus County,2836142,0
New York,Cayuga County,2735905,0
New York,Chautauqua County,4805586,0
New York,Chemung County,3627023,0
New York,Chenango County,2195088,0
New York,Clinton County,3512019,0
New York,Columbia County,2189577,0
New York,Cortland County,1763836,0
New York,Delaware County,1968259,0
New York,Dutchess County,12795732,0
New York,Erie County,53934431,0
New York,Essex County,1513993,0
New York,Franklin County,1847700,0
New York,Fulton County,1856429,0
New York,Genesee County,2416187,0
New York,Greene County,2139990,0
New York,Hamilton County,204066,0
New York,Herkimer County,1787691,0
New York,Jefferson County,5873301,0
New York,Kings County,93907140,0
New York,Lewis County,1027075,0
New York,Livingston County,2097619,0
New York,Madison County,2255700,0
New York,Monroe County,43139246,0
New York,Montgomery County,1898461,0
New York,Nassau County,84577529,0
New York,New York County,635274518,0
New York,Niagara County,9096598,0
New York,Oneida County,10738937,0
New York,Onondaga County,29287721,0
New York,Ontario County,5565363,0
New York,Orange County,16943328,0
New York,Orleans County,1256696,0
New York,Oswego County,6190346,0
New York,Otsego County,2515452,0
New York,Putnam County,3247136,0
New York,Queens County,95547729,0
New York,Rensselaer County,7541296,0
New York,Richmond County,15117375,0
New York,Rockland County,15388205,0
New York,St. Lawrence County,4444915,0
New York,Saratoga County,10512537,0
New York,Schenectady County,8076555,0
New York,Schoharie County,1062684,0
New York,Schuyler County,504894,0
New York,Seneca County,1496345,0
New York,Steuben County,4280609,0
New York,Suffolk County,82540571,0
New York,Sullivan County,2807164,0
New York,Tioga County,1793763,0
New York,Tompkins County,5495122,0
New York,Ulster County,6546138,0
New York,Warren County,4042109,0
New York,Washington County,1734210,0
New York,Wayne County,3802074,0
New York,Westchester County,72597777,0
New York,Wyoming County,1675101,0
New York,Yates County,868690,0
North Carolina,Alamance County,5623983,0
North Carolina,Alexander County,774256,0
North Carolina,Alleghany County,321905,0
North Carolina,Anson County,785530,0
North Carolina,Ashe County,707035,0
North Carolina,Avery County,582638,0
North Carolina,Beaufort County,2187460,0
North Carolina,Bertie County,630369,0
North Carolina,Bladen County,1343102,0
North Carolina,Brunswick County,4083261,0
North Carolina,Buncombe County,12799956,0
North Carolina,Burke County,2525386,0
North Carolina,Cabarrus County,6840619,0
North Carolina,Caldwell County,2374194,0
North Carolina,Camden County,131602,0
North Carolina,Carteret County,2366766,0
North Carolina,Caswell County,344408,0
North Carolina,Catawba County,8402966,0
North Carolina,Chatham County,1500826,0
North Carolina,Cherokee County,679917,0
North Carolina,Chowan County,604087,0
North Carolina,Clay County,219075,0
North Carolina,Cleveland County,4034485,0
North Carolina,Columbus County,1421895,0
North Carolina,Craven County,4650416,0
North Carolina,Cumberland County,16034887,0
North Carolina,Currituck County,640153,0
North Carolina,Dare County,2170994,0
North Carolina,Davidson County,4512771,0
North Carolina,Davie County,1251143,0
North Carolina,Duplin County,1990950,0
North Carolina,Durham County,32944829,0
North Carolina,Edgecombe County,1633606,0
North Carolina,Forsyth County,23220946,0
North Carolina,Franklin County,1745090,0
North Carolina,Gaston County,7051440,0
North Carolina,Gates County,169744,0
North Carolina,Graham County,220230,0
North Carolina,Granville County,3089433,0
North Carolina,Greene County,481319,0
North Carolina,Guilford County,31944560,0
North Carolina,Halifax County,1409282,0
North Carolina,Harnett County,2284646,0
North Carolina,Haywood County,1773953,0
North Carolina,Henderson County,3637047,0
North Carolina,Hertford County,777147,0
North Carolina,Hoke County,974271,0
North Carolina,Hyde County,157972,0
North Carolina,Iredell County,7926566,0
North Carolina,Jackson County,1377794,0
North Carolina,Johnston County,6872934,0
North Carolina,Jones County,208304,0
North Carolina,Lee County,2483237,0
North Carolina,Lenoir County,2832977,0
North Carolina,Lincoln County,2682376,0
North Carolina,McDowell County,1668075,0
North Carolina,Macon County,1357611,0
North Carolina,Madison County,397278,0
North Carolina,Martin County,640195,0
North Carolina,Mecklenburg County,98066733,0
North Carolina,Mitchell County,492695,0
North Carolina,Montgomery County,833728,0
North Carolina,Moore County,3217766,0
North Carolina,Nash County,4973995,0
North Carolina,New Hanover County,12020702,0
North Carolina,Northampton County,587318,0
North Carolina,Onslow County,8030430,0
North Carolina,Orange County,8115462,0
North Carolina,Pamlico County,261854,0
North Carolina,Pasquotank County,1361606,0
North Carolina,Pender County,1256637,0
North Carolina,Perquimans County,257121,0
North Carolina,Person County,1498681,0
North Carolina,Pitt County,8645832,0
North Carolina,Polk County,428954,0
North Carolina,Randolph County,3924280,0
North Carolina,Richmond County,1849632,0
North Carolina,Robeson County,3539649,0
North Carolina,Rockingham County,2715511,0
North Carolina,Rowan County,4971797,0
North Carolina,Rutherford County,1727558,0
North Carolina,Sampson County,1946959,0
North Carolina,Scotland County,1118746,0
North Carolina,Stanly County,1732209,0
North Carolina,Stokes County,1012554,0
North Carolina,Surry County,2317293,0
North Carolina,Swain County,586745,0
North Carolina,Transylvania County,1203051,0
North Carolina,Tyrrell County,122157,0
North Carolina,Union County,6558534,0
North Carolina,Vance County,1174030,0
North Carolina,Wake County,76027737,0
North Carolina,Warren County,283683,0
North Carolina,Washington County,244716,0
North Carolina,Watauga County,2020410,0
North Carolina,Wayne County,4535153,0
North Carolina,Wilkes County,2230037,0
North Carolina,Wilson County,4005692,0
North Carolina,Yadkin County,883086,0
North Carolina,Yancey County,393823,0
North Dakota,Adams County,177990,0
North Dakota,Barnes County,612311,0
North Dakota,Benson County,239211,0
North Dakota,Billings County,209871,0
North Dakota,Bottineau County,466287,0
North Dakota,Bowman County,248981,0
North Dakota,Burke County,226353,0
North Dakota,Burleigh County,5094810,0
North Dakota,Cass County,11705258,0
North Dakota,Cavalier County,448025,0
North Dakota,Dickey County,424745,0
North Dakota,Divide County,184144,0
North Dakota,Dunn County,993983,0
North Dakota,Eddy County,135512,0
North Dakota,Emmons County,173759,0
North Dakota,Foster County,239134,0
North Dakota,Golden Valley County,84207,0
North Dakota,Grand Forks County,3789214,0
North Dakota,Grant County,129060,0
North Dakota,Griggs County,163954,0
North Dakota,Hettinger County,91152,0
North Dakota,Kidder County,157783,0
North Dakota,LaMoure County,307461,0
North Dakota,Logan County,149943,0
North Dakota,McHenry County,266216,0
North Dakota,McIntosh County,162718,0
North Dakota,McKenzie County,3365807,0
North Dakota,McLean County,727586,0
North Dakota,Mercer County,909956,0
North Dakota,Morton County,1521085,0
North Dakota,Mountrail County,1569744,0
North Dakota,Nelson County,170490,0
North Dakota,Oliver County,237513,0
North Dakota,Pembina County,483728,0
North Dakota,Pierce County,207168,0
North Dakota,Ramsey County,581324,0
North Dakota,Ransom County,283596,0
North Dakota,Renville County,231679,0
North Dakota,Richland County,823241,0
North Dakota,Rolette County,384869,0
North Dakota,Sargent County,716601,0
North Dakota,Sheridan County,45299,0
North Dakota,Sioux County,139036,0
North Dakota,Slope County,44021,0
North Dakota,Stark County,2632907,0
North Dakota,Steele County,139811,0
North Dakota,Stutsman County,1255819,0
North Dakota,Towner County,140587,0
North Dakota,Traill County,428221,0
North Dakota,Walsh County,573679,0
North Dakota,Ward County,3688743,0
North Dakota,Wells County,294250,0
North Dakota,Williams County,5226790,0
Ohio,Adams County,672809,0
Ohio,Allen County,7920377,0
Ohio,Ashland County,1601253,0
Ohio,Ashtabula County,2861784,0
Ohio,Athens County,1961428,0
Ohio,Auglaize County,2250870,0
Ohio,Belmont County,5999449,0
Ohio,Brown County,755944,0
Ohio,Butler County,20153862,0
Ohio,Carroll County,2363506,0
Ohio,Champaign County,1052665,0
Ohio,Clark County,4327627,0
Ohio,Clermont County,7525264,0
Ohio,Clinton County,2096089,0
Ohio,Columbiana County,3048798,0
Ohio,Coshocton County,1318252,0
Ohio,Crawford County,1247536,0
Ohio,Cuyahoga County,87921020,0
Ohio,Darke County,2017773,0
Ohio,Defiance County,1681059,0
Ohio,Delaware County,10388012,0
Ohio,Erie County,4728241,0
Ohio,Fairfield County,3881595,0
Ohio,Fayette County,2511257,0
Ohio,Franklin County,87835114,0
Ohio,Fulton County,1945365,0
Ohio,Gallia County,2014001,0
Ohio,Geauga County,3797778,0
Ohio,Greene County,8981586,0
Ohio,Guernsey County,3064842,0
Ohio,Hamilton County,70337978,0
Ohio,Hancock County,5042003,0
Ohio,Hardin County,903793,0
Ohio,Harrison County,2443305,0
Ohio,Henry County,1157779,0
Ohio,Highland County,1049283,0
Ohio,Hocking County,593361,0
Ohio,Holmes County,2286066,0
Ohio,Huron County,2080175,0
Ohio,Jackson County,953319,0
Ohio,Jefferson County,4534029,0
Ohio,Knox County,2014995,0
Ohio,Lake County,10266470,0
Ohio,Lawrence County,1692748,0
Ohio,Licking County,5855613,0
Ohio,Logan County,1932972,0
Ohio,Lorain County,9390379,0
Ohio,Lucas County,24555878,0
Ohio,Madison County,1697996,0
Ohio,Mahoning County,8710965,0
Ohio,Marion County,2651009,0
Ohio,Medina County,6802952,0
Ohio,Meigs County,346034,0
Ohio,Mercer County,2360166,0
Ohio,Miami County,4051825,0
Ohio,Monroe County,3333778,0
Ohio,Montgomery County,26973502,0
Ohio,Morgan County,284388,0
Ohio,Morrow County,612078,0
Ohio,Muskingum County,3610907,0
Ohio,Noble County,1014267,0
Ohio,Ottawa County,1867636,0
Ohio,Paulding County,566905,0
Ohio,Perry County,690892,0
Ohio,Pickaway County,1514579,0
Ohio,Pike County,1055613,0
Ohio,Portage County,5589312,0
Ohio,Preble County,1054613,0
Ohio,Putnam County,1153826,0
Ohio,Richland County,4370872,0
Ohio,Ross County,2587828,0
Ohio,Sandusky County,2720589,0
Ohio,Scioto County,2804540,0
Ohio,Seneca County,1799666,0
Ohio,Shelby County,2955928,0
Ohio,Stark County,16077936,0
Ohio,Summit County,27497738,0
Ohio,Trumbull County,6878360,0
Ohio,Tuscarawas County,3485612,0
Ohio,Union County,3943024,0
Ohio,Van Wert County,1223087,0
Ohio,Vinton County,255942,0
Ohio,Warren County,10501867,0
Ohio,Washington County,3349033,0
Ohio,Wayne County,5740974,0
Ohio,Williams County,1683035,0
Ohio,Wood County,6514796,0
Ohio,Wyandot County,974843,0
Oklahoma,Adair County,424600,0
Oklahoma,Alfalfa County,256908,0
Oklahoma,Atoka County,289264,0
Oklahoma,Beaver County,422636,0
Oklahoma,Beckham County,1094988,0
Oklahoma,Blaine County,448726,0
Oklahoma,Bryan County,1478085,0
Oklahoma,Caddo County,788060,0
Oklahoma,Canadian County,3978646,0
Oklahoma,Carter County,2804679,0
Oklahoma,Cherokee County,1098009,0
Oklahoma,Choctaw County,351859,0
Oklahoma,Cimarron County,263668,0
Oklahoma,Cleveland County,7137363,0
Oklahoma,Coal County,153461,0
Oklahoma,Comanche County,4525377,0
Oklahoma,Cotton County,158666,0
Oklahoma,Craig County,451144,0
Oklahoma,Creek County,1838545,0
Oklahoma,Custer County,1603291,0
Oklahoma,Delaware County,873483,0
Oklahoma,Dewey County,318272,0
Oklahoma,Ellis County,272970,0
Oklahoma,Garfield County,3201330,0
Oklahoma,Garvin County,1336927,0
Oklahoma,Grady County,1471980,0
Oklahoma,Grant County,426259,0
Oklahoma,Greer County,104806,0
Oklahoma,Harmon County,100617,0
Oklahoma,Harper County,298160,0
Oklahoma,Haskell County,353657,0
Oklahoma,Hughes County,645682,0
Oklahoma,Jackson County,1016251,0
Oklahoma,Jefferson County,123653,0
Oklahoma,Johnston County,342986,0
Oklahoma,Kay County,1636746,0
Oklahoma,Kingfisher County,1134708,0
Oklahoma,Kiowa County,261520,0
Oklahoma,Latimer County,353995,0
Oklahoma,Le Flore County,1352220,0
Oklahoma,Lincoln County,715056,0
Oklahoma,Logan County,645454,0
Oklahoma,Love County,406018,0
Oklahoma,McClain County,958504,0
Oklahoma,McCurtain County,987978,0
Oklahoma,McIntosh County,334852,0
Oklahoma,Major County,365520,0
Oklahoma,Marshall County,403704,0
Oklahoma,Mayes County,1660771,0
Oklahoma,Murray County,501587,0
Oklahoma,Muskogee County,2792407,0
Oklahoma,Noble County,602979,0
Oklahoma,Nowata County,184203,0
Oklahoma,Okfuskee County,210966,0
Oklahoma,Oklahoma County,64387819,0
Oklahoma,Okmulgee County,789620,0
Oklahoma,Osage County,879308,0
Oklahoma,Ottawa County,984750,0
Oklahoma,Pawnee County,363412,0
Oklahoma,Payne County,3064031,0
Oklahoma,Pittsburg County,1746640,0
Oklahoma,Pontotoc County,1803203,0
Oklahoma,Pottawatomie County,1990187,0
Oklahoma,Pushmataha County,205420,0
Oklahoma,Roger Mills County,136108,0
Oklahoma,Rogers County,2826432,0
Oklahoma,Seminole County,681462,0
Oklahoma,Sequoyah County,699209,0
Oklahoma,Stephens County,1521576,0
Oklahoma,Texas County,2073407,0
Oklahoma,Tillman County,220897,0
Oklahoma,Tulsa County,46449223,0
Oklahoma,Wagoner County,1062558,0
Oklahoma,Washington County,8079688,0
Oklahoma,Washita County,240988,0
Oklahoma,Woods County,879146,0
Oklahoma,Woodward County,1116850,0
Oregon,Baker County,621854,0
Oregon,Benton County,4457457,0
Oregon,Clackamas County,19720314,0
Oregon,Clatsop County,1850902,0
Oregon,Columbia County,1249316,0
Oregon,Coos County,2282327,0
Oregon,Crook County,805653,0
Oregon,Curry County,633945,0
Oregon,Deschutes County,8670438,0
Oregon,Douglas County,3494914,0
Oregon,Gilliam County,224906,0
Oregon,Grant County,251263,0
Oregon,Harney County,288772,0
Oregon,Hood River County,1200084,0
Oregon,Jackson County,8612882,0
Oregon,Jefferson County,715346,0
Oregon,Josephine County,2722587,0
Oregon,Klamath County,2395999,0
Oregon,Lake County,341019,0
Oregon,Lane County,15482217,0
Oregon,Lincoln County,1843415,0
Oregon,Linn County,4692052,0
Oregon,Malheur County,1379311,0
Oregon,Marion County,15370750,0
Oregon,Morrow County,1613890,0
Oregon,Multnomah County,63193837,0
Oregon,Polk County,1878937,0
Oregon,Sherman County,518432,0
Oregon,Tillamook County,1160441,0
Oregon,Umatilla County,3232447,0
Oregon,Union County,916140,0
Oregon,Wallowa County,330086,0
Oregon,Wasco County,1276639,0
Oregon,Washington County,48463443,0
Oregon,Wheeler County,35747,0
Oregon,Yamhill County,3481930,0
Pennsylvania,Adams County,3540312,0
Pennsylvania,Allegheny County,92984370,0
Pennsylvania,Armstrong County,2328167,0
Pennsylvania,Beaver County,7071719,0
Pennsylvania,Bedford County,1490166,0
Pennsylvania,Berks County,18832774,0
Pennsylvania,Blair County,5647210,0
Pennsylvania,Bradford County,5228988,0
Pennsylvania,Bucks County,30617551,0
Pennsylvania,Butler County,10129654,0
Pennsylvania,Cambria County,4604267,0
Pennsylvania,Cameron County,204755,0
Pennsylvania,Carbon County,2369488,0
Pennsylvania,Centre County,7982602,0
Pennsylvania,Chester County,40731215,0
Pennsylvania,Clarion County,1221880,0
Pennsylvania,Clearfield County,2703853,0
Pennsylvania,Clinton County,1586334,0
Pennsylvania,Columbia County,2342837,0
Pennsylvania,Crawford County,2938151,0
Pennsylvania,Cumberland County,14470931,0
Pennsylvania,Dauphin County,20895179,0
Pennsylvania,Delaware County,32185619,0
Pennsylvania,Elk County,1571903,0
Pennsylvania,Erie County,10915678,0
Pennsylvania,Fayette County,4628835,0
Pennsylvania,Forest County,238391,0
Pennsylvania,Franklin County,5850275,0
Pennsylvania,Fulton County,660057,0
Pennsylvania,Greene County,4957694,0
Pennsylvania,Huntingdon County,1295869,0
Pennsylvania,Indiana County,3990933,0
Pennsylvania,Jefferson County,1600933,0
Pennsylvania,Juniata County,770906,0
Pennsylvania,Lackawanna County,9401088,0
Pennsylvania,Lancaster County,26881438,0
Pennsylvania,Lawrence County,3037868,0
Pennsylvania,Lebanon County,5651715,0
Pennsylvania,Lehigh County,21592345,0
Pennsylvania,Luzerne County,14843674,0
Pennsylvania,Lycoming County,6441988,0
Pennsylvania,McKean County,2266746,0
Pennsylvania,Mercer County,4198977,0
Pennsylvania,Mifflin County,1627135,0
Pennsylvania,Monroe County,6350462,0
Pennsylvania,Montgomery County,70574860,0
Pennsylvania,Montour County,1779351,0
Pennsylvania,Northampton County,14044354,0
Pennsylvania,Northumberland County,2791884,0
Pennsylvania,Perry County,861220,0
Pennsylvania,Philadelphia County,109244960,0
Pennsylvania,Pike County,1244880,0
Pennsylvania,Potter County,1071548,0
Pennsylvania,Schuylkill County,4896407,0
Pennsylvania,Snyder County,1500567,0
Pennsylvania,Somerset County,2576872,0
Pennsylvania,Sullivan County,617224,0
Pennsylvania,Susquehanna County,5877242,0
Pennsylvania,Tioga County,2231570,0
Pennsylvania,Union County,1688595,0
Pennsylvania,Venango County,1876566,0
Pennsylvania,Warren County,1880848,0
Pennsylvania,Washington County,14343479,0
Pennsylvania,Wayne County,1635492,0
Pennsylvania,Westmoreland County,14056279,0
Pennsylvania,Wyoming County,2277008,0
Pennsylvania,York County,19163414,0
Rhode Island,Bristol County,1595125,0
Rhode Island,Kent County,8445218,0
Rhode Island,Newport County,5309907,0
Rhode Island,Providence County,32023231,0
Rhode Island,Washington County,6297580,0
South Carolina,Abbeville County,604283,0
South Carolina,Aiken County,6262564,0
South Carolina,Allendale County,291877,0
South Carolina,Anderson County,6725559,0
South Carolina,Bamberg County,332992,0
South Carolina,Barnwell County,480851,0
South Carolina,Beaufort County,6894117,0
South Carolina,Berkeley County,7395746,0
South Carolina,Calhoun County,585333,0
South Carolina,Charleston County,28742768,0
South Carolina,Cherokee County,1721824,0
South Carolina,Chester County,1151563,0
South Carolina,Chesterfield County,1474951,0
South Carolina,Clarendon County,586959,0
South Carolina,Colleton County,915610,0
South Carolina,Darlington County,2567760,0
South Carolina,Dillon County,766478,0
South Carolina,Dorchester County,3417718,0
South Carolina,Edgefield County,575538,0
South Carolina,Fairfield County,948340,0
South Carolina,Florence County,6893095,0
South Carolina,Georgetown County,2316755,0
South Carolina,Greenville County,29970983,0
South Carolina,Greenwood County,2777218,0
South Carolina,Hampton County,448266,0
South Carolina,Horry County,11748427,0
South Carolina,Jasper County,972648,0
South Carolina,Kershaw County,1710351,0
South Carolina,Lancaster County,3983952,0
South Carolina,Laurens County,2061152,0
South Carolina,Lee County,348411,0
South Carolina,Lexington County,11704113,0
South Carolina,McCormick County,203077,0
South Carolina,Marion County,597293,0
South Carolina,Marlboro County,771535,0
South Carolina,Newberry County,1397645,0
South Carolina,Oconee County,3675491,0
South Carolina,Orangeburg County,2736842,0
South Carolina,Pickens County,3743723,0
South Carolina,Richland County,23253385,0
South Carolina,Saluda County,428915,0
South Carolina,Spartanburg County,14674876,0
South Carolina,Sumter County,3988373,0
South Carolina,Union County,750255,0
South Carolina,Williamsburg County,750009,0
South Carolina,York County,10669603,0
South Dakota,Aurora County,85752,0
South Dakota,Beadle County,905832,0
South Dakota,Bennett County,98900,0
South Dakota,Bon Homme County,238502,0
South Dakota,Brookings County,2140565,0
South Dakota,Brown County,2115457,0
South Dakota,Brule County,248560,0
South Dakota,Buffalo County,104690,0
South Dakota,Butte County,286968,0
South Dakota,Campbell County,82387,0
South Dakota,Charles Mix County,471750,0
South Dakota,Clark County,188614,0
South Dakota,Clay County,528343,0
South Dakota,Codington County,1386052,0
South Dakota,Corson County,93700,0
South Dakota,Custer County,211709,0
South Dakota,Davison County,1123803,0
South Dakota,Day County,247240,0
South Dakota,Deuel County,326065,0
South Dakota,Dewey County,223329,0
South Dakota,Douglas County,239763,0
South Dakota,Edmunds County,235143,0
South Dakota,Fall River County,256052,0
South Dakota,Faulk County,191767,0
South Dakota,Grant County,559183,0
South Dakota,Gregory County,162710,0
South Dakota,Haakon County,110343,0
South Dakota,Hamlin County,243682,0
South Dakota,Hand County,172266,0
South Dakota,Hanson County,150002,0
South Dakota,Harding County,81386,0
South Dakota,Hughes County,1138590,0
South Dakota,Hutchinson County,437712,0
South Dakota,Hyde County,93086,0
South Dakota,Jackson County,73430,0
South Dakota,Jerauld County,145775,0
South Dakota,Jones County,58904,0
South Dakota,Kingsbury County,328107,0
South Dakota,Lake County,577844,0
South Dakota,Lawrence County,1000282,0
South Dakota,Lincoln County,2424397,0
South Dakota,Lyman County,187328,0
South Dakota,McCook County,260675,0
South Dakota,McPherson County,119229,0
South Dakota,Marshall County,312869,0
South Dakota,Meade County,716817,0
South Dakota,Mellette County,43866,0
South Dakota,Miner County,116583,0
South Dakota,Minnehaha County,15361082,0
South Dakota,Moody County,341803,0
South Dakota,Oglala Lakota County,313502,0
South Dakota,Pennington County,4940327,0
South Dakota,Perkins County,129807,0
South Dakota,Potter County,142761,0
South Dakota,Roberts County,333143,0
South Dakota,Sanborn County,154652,0
South Dakota,Spink County,399142,0
South Dakota,Stanley County,135232,0
South Dakota,Sully County,116725,0
South Dakota,Todd County,214985,0
South Dakota,Tripp County,283261,0
South Dakota,Turner County,364815,0
South Dakota,Union County,1252167,0
South Dakota,Walworth County,218811,0
South Dakota,Yankton County,1118160,0
South Dakota,Ziebach County,54309,0
Tennessee,Anderson County,4559252,0
Tennessee,Bedford County,1575861,0
Tennessee,Benton County,336482,0
Tennessee,Bledsoe County,193876,0
Tennessee,Blount County,5221491,0
Tennessee,Bradley County,4124397,0
Tennessee,Campbell County,855875,0
Tennessee,Cannon County,236379,0
Tennessee,Carroll County,655959,0
Tennessee,Carter County,1023332,0
Tennessee,Cheatham County,1076529,0
Tennessee,Chester County,347909,0
Tennessee,Claiborne County,745231,0
Tennessee,Clay County,170841,0
Tennessee,Cocke County,711296,0
Tennessee,Coffee County,2610229,0
Tennessee,Crockett County,527412,0
Tennessee,Cumberland County,1518969,0
Tennessee,Davidson County,64615968,0
Tennessee,Decatur County,313595,0
Tennessee,DeKalb County,601637,0
Tennessee,Dickson County,1768940,0
Tennessee,Dyer County,1630329,0
Tennessee,Fayette County,1035153,0
Tennessee,Fentress County,431787,0
Tennessee,Franklin County,1086684,0
Tennessee,Gibson County,1414276,0
Tennessee,Giles County,1067212,0
Tennessee,Grainger County,378278,0
Tennessee,Greene County,2242503,0
