full_fips,NAME,api_total_med_owner_cost,api_w_mort_med_owner_cost,api_w_o_mort_med_owner_cost,api_share_never_married,api_share_married,api_share_divorced,api_share_separated,api_share_widowed,api_share_other_than_married,api_share_less_hs,api_share_hs_or_equiv,api_share_some_col_or_assoc,api_share_bachelor,api_share_grad_or_prof
18161,"Union County, Indiana",819,1073,389,0.222202100688156,0.561390800434625,0.127308946034046,0.00724375226367258,0.0818544005795002,0.438609199565375,0.143218197135636,0.43407750631845,0.221988205560236,0.126790227464195,0.0739258635214827
18029,"Dearborn County, Indiana",1030,1305,437,0.254796207363625,0.557197389484054,0.110232729959365,0.0123630094815909,0.0654106637113656,0.442802610515946,0.104894288050461,0.382723980843359,0.282764863917767,0.15579371568742,0.0738231515009929
18093,"Lawrence County, Indiana",721,1037,384,0.22609561752988,0.53986684839589,0.147855944642483,0.0149664499895156,0.0712151394422311,0.46013315160411,0.116060089824996,0.41709772340096,0.306829797119405,0.0977853492333901,0.0622270404212483
18123,"Perry County, Indiana",751,952,330,0.252137859549106,0.534659238144597,0.135397771443379,0.00991189427312775,0.0678932365897901,0.465340761855403,0.0936427398895687,0.444336666169228,0.294732129532906,0.0970750634233696,0.0702134009849276
18129,"Posey County, Indiana",819,1086,400,0.216469803772147,0.599114116974662,0.11540293389217,0.0030005715374357,0.0660125738235854,0.400885883025338,0.067056204785754,0.380300500834725,0.329159710628826,0.155091819699499,0.0683917640511965
18015,"Carroll County, Indiana",772,1011,394,0.266898666981243,0.536451574849593,0.124749321693996,0.00778577326884511,0.064114663206323,0.463548425150407,0.120120767737761,0.402559125871612,0.306591905686148,0.124937100136583,0.0457911005678959
18045,"Fountain County, Indiana",724,971,349,0.221786717941133,0.560420056204704,0.128309421683183,0.0123502440467386,0.077133560124242,0.439579943795297,0.11270047680971,0.426874729085392,0.30481144343303,0.106025140875596,0.0495882097962722
18149,"Starke County, Indiana",699,992,377,0.277969521584453,0.485796208782456,0.154356714278129,0.0129559815217968,0.0689215738331652,0.514203791217544,0.149095051259334,0.415833438805215,0.307935704341223,0.0836602961650424,0.0434755094291862
18055,"Greene County, Indiana",670,1032,395,0.218960199189862,0.554944442379873,0.144226838604184,0.0104797651343417,0.0713887546917388,0.445055557620127,0.123081618416463,0.40277293337984,0.318582141611441,0.102502615974887,0.0530606906173701
19011,"Benton County, Iowa",943,1362,466,0.224827056110684,0.599875096079939,0.100403535741737,0.0111452728670254,0.0637490392006149,0.400124903920062,0.0573798239675017,0.372545700744753,0.349751749040849,0.159162717219589,0.0611600090273076
19061,"Dubuque County, Iowa",969,1314,502,0.311502113741257,0.524543961939729,0.0964176287313674,0.00720094116430298,0.0603353544233429,0.475456038060271,0.0725285333914641,0.326767668903664,0.293897824766828,0.201111751241767,0.105694221696277
19151,"Pocahontas County, Iowa",540,901,368,0.207530493194273,0.565140533851865,0.118790878557539,0.0212126568852749,0.0873254375110483,0.434859466148135,0.0792670372658019,0.398599958822318,0.378217006382541,0.113238624665431,0.0306773728639078
19177,"Van Buren County, Iowa",601,1037,428,0.22282698334158,0.568200560778493,0.102424542305789,0.0178129638792677,0.0887349496948705,0.431799439221508,0.102716143840857,0.381407804131599,0.354437643458301,0.0895179801071155,0.071920428462127
19003,"Adams County, Iowa",627,1084,391,0.190827453495831,0.59204618345093,0.118986529826812,0.00865939704939063,0.0894804361770366,0.40795381654907,0.0794947994056464,0.37890044576523,0.389673105497771,0.118127786032689,0.0338038632986627
19009,"Audubon County, Iowa",527,882,357,0.210823234433765,0.5856665273715,0.100292519849561,0.0110739657333891,0.0921437526117844,0.4143334726285,0.119163424124514,0.378161478599222,0.337548638132296,0.117461089494163,0.0476653696498055
19051,"Davis County, Iowa",782,1176,481,0.254058797718298,0.582857978645605,0.0786894836916776,0.00775193798449612,0.0766418019599239,0.417142021354395,0.16352422907489,0.334801762114537,0.306079295154185,0.154361233480176,0.0412334801762115
19093,"Ida County, Iowa",602,887,379,0.21581941640668,0.584143879610938,0.109377867498624,0.00550559735731327,0.0851532391264452,0.415856120389062,0.0670770537040968,0.394396094247506,0.353428146890257,0.14540437274464,0.0396943324135003
19135,"Monroe County, Iowa",714,1077,464,0.236544342507645,0.573547400611621,0.0909785932721713,0.0200305810397554,0.0788990825688074,0.426452599388379,0.118792068400946,0.403674731671821,0.309623430962343,0.138984900855012,0.0289248681098781
19167,"Sioux County, Iowa",861,1191,485,0.270374243669231,0.633823858967655,0.0357062822140883,0.00900126988869799,0.0510943452603272,0.366176141032345,0.0946782776971456,0.300919206579584,0.308950169327528,0.206869859700048,0.0885824866956942
19025,"Calhoun County, Iowa",570,930,384,0.216523149881443,0.558592287532759,0.103332085361288,0.0267066017721203,0.0948458754523899,0.441407712467241,0.0720539687096311,0.358547437921631,0.38223051528635,0.12286493469212,0.0643031433902684
19033,"Cerro Gordo County, Iowa",804,1117,456,0.273767179808212,0.513388156958712,0.12520274307828,0.0106137779927724,0.0770281421620237,0.486611843041288,0.067648917417767,0.312136229088369,0.388033392090997,0.162570259753218,0.0696112016496491
19083,"Hardin County, Iowa",683,967,434,0.245464324130513,0.556830405163141,0.0926496952312657,0.0117604876299749,0.0932950878451058,0.443169594836859,0.0783788310165801,0.351197454362753,0.36493049740412,0.140428738904706,0.0650644783118406
19117,"Lucas County, Iowa",711,1098,450,0.209401083613999,0.589398154927515,0.115390247474008,0.0127397862058867,0.0730707277785913,0.410601845072485,0.0823771193697551,0.40246617571502,0.33841411200548,0.138551121767426,0.0381914711423189
19147,"Palo Alto County, Iowa",657,942,427,0.236748182419035,0.570389953734303,0.0904163912756114,0.00872438863185724,0.0937210839391937,0.429610046265697,0.062354583527222,0.329455560725919,0.374437722971925,0.168450442066077,0.0653016907088568
19087,"Henry County, Iowa",784,1054,475,0.27133977475537,0.536217613391593,0.120868976552403,0.0129854144870454,0.0585882208135885,0.463782386608407,0.0716027488361782,0.354614645680928,0.376930466267642,0.147343530628833,0.0495086085864184
19099,"Jasper County, Iowa",870,1159,505,0.231998648420341,0.566075350565974,0.126845750971448,0.0135495860787295,0.0615306639635074,0.433924649434026,0.0567833267793944,0.411403853716083,0.340621313409359,0.137947306331105,0.0532441997640582
19157,"Poweshiek County, Iowa",838,1273,499,0.294018135065638,0.503586412234403,0.119366626065773,0.0071051563134389,0.0759236703207471,0.496413587765598,0.0606673407482305,0.380182002022245,0.290444893832154,0.153690596562184,0.115015166835187
19043,"Clayton County, Iowa",713,1136,440,0.258209565335877,0.532020711268565,0.114048235454422,0.0131489303719853,0.0825725575691511,0.467979288731435,0.095715080690039,0.433818268542809,0.293743540822005,0.136417839255903,0.040305270689244
19017,"Bremer County, Iowa",900,1280,500,0.249220870614256,0.597818437719916,0.0763044133909722,0.00929928621694983,0.0673569920579069,0.402181562280084,0.0371113950234228,0.329926385593478,0.327797043256069,0.201496623471436,0.103668552655594
19063,"Emmet County, Iowa",702,974,458,0.252348815667593,0.541220060870716,0.11949186184994,0.0146883684001588,0.0722508932115919,0.458779939129284,0.0953406120252191,0.329847762571121,0.391050284484084,0.143010918037829,0.0407504228817469
19081,"Hancock County, Iowa",669,998,434,0.211525649566955,0.623806351321341,0.083944037308461,0.00499666888740839,0.0757272929158339,0.376193648678659,0.0678443420378904,0.353942652329749,0.333333333333333,0.185355862775218,0.0595238095238095
19097,"Jackson County, Iowa",703,1132,429,0.252542372881356,0.549089767733836,0.111111111111111,0.0124921531701193,0.0747645951035782,0.450910232266164,0.0794478302371687,0.411190248916954,0.315588516043762,0.134297672369484,0.0594757324326309
19111,"Lee County, Iowa",699,1009,441,0.266095479867428,0.530992172625344,0.121535857837952,0.0139270855369861,0.0674494041322897,0.469007827374656,0.0686137392019745,0.407897984368573,0.358124228712464,0.119292472233649,0.0460715754833402
19181,"Warren County, Iowa",1217,1519,544,0.255265141995476,0.586730334254838,0.102287006785625,0.00645890927368686,0.0492586076903745,0.413269665745162,0.0460676552081113,0.307584569010139,0.326370916176963,0.225618853332521,0.094358006272265
19123,"Mahaska County, Iowa",714,1081,410,0.253383625471489,0.550088750832039,0.120645662303084,0.012147770135345,0.063734191258043,0.449911249167961,0.0763030983682368,0.398493757019224,0.301975292330052,0.158750082579111,0.0644777697033758
19041,"Clay County, Iowa",784,1097,483,0.246268073466198,0.552325127002735,0.104337631887456,0.00875341930441579,0.088315748339195,0.447674872997265,0.0604002859185132,0.338187991422445,0.361776268763402,0.183345246604718,0.0562902072909221
19055,"Delaware County, Iowa",838,1117,487,0.221976611523103,0.616443240159726,0.0803622361665716,0.00221049629207074,0.0790074158585282,0.383556759840274,0.0823058980339887,0.426024658447184,0.325308230589803,0.117710763078974,0.04865044985005
13005,"Bacon County, Georgia",509,913,320,0.297840046701693,0.482895504962055,0.118739054290718,0.0396964389959136,0.0608289550496206,0.517104495037945,0.178099522069159,0.410317683441102,0.295473713803767,0.0687377003092494,0.047371380376722
13025,"Brantley County, Georgia",569,1079,354,0.273098183732561,0.486904448539089,0.134838115293498,0.0186233219268229,0.0865359305080284,0.513095551460911,0.212277413308341,0.432755388940956,0.256013745704467,0.0478756638550453,0.0510777881911903
13017,"Ben Hill County, Georgia",607,951,380,0.375410673870191,0.411769000511061,0.0930860772431919,0.0417609695553771,0.0779732788201796,0.588230999488939,0.176072636638775,0.451575574149902,0.262595691650347,0.0734377781734022,0.0363183193875734
13033,"Burke County, Georgia",515,1123,360,0.322685862107749,0.503374198627826,0.0907659430885165,0.0173771229333033,0.0657968732426049,0.496625801372174,0.199959481361426,0.377228525121556,0.286601836844949,0.0886682874122096,0.0475418692598595
13047,"Catoosa County, Georgia",872,1150,354,0.245427706704792,0.536346250255306,0.135934047570418,0.0178621163451362,0.0644298791243478,0.463653749744694,0.130567203707791,0.32933127344957,0.324983447362613,0.148620613551092,0.066497461928934
13053,"Chattahoochee County, Georgia",553,1087,389,0.450416755717034,0.430861295148536,0.0757640521478949,0.0163496473605471,0.0266082496259885,0.569138704851464,0.0521172638436482,0.229555974627122,0.408366192353849,0.200411452082976,0.109549117092405
13055,"Chattooga County, Georgia",427,981,318,0.282011303839408,0.459754433833561,0.158253751705321,0.0295751315533035,0.0704053790684077,0.540245566166439,0.262456747404844,0.403114186851211,0.247347174163783,0.0512110726643599,0.0358708189158016
13073,"Columbia County, Georgia",1222,1490,468,0.290246295504289,0.53117478846428,0.108287839526361,0.0216441503769487,0.0486469261281206,0.46882521153572,0.072893283989565,0.236435519424053,0.328540516491739,0.226880220024672,0.135250460069971
13087,"Decatur County, Georgia",701,1076,365,0.314048006120302,0.466099263651143,0.105479583054413,0.0303624366453094,0.0840107105288324,0.533900736348857,0.170103390515797,0.353895916363426,0.328077167446428,0.0820192918616069,0.0659042338127419
13115,"Floyd County, Georgia",820,1191,403,0.297931192719022,0.495162585562963,0.119424863927802,0.023364902933041,0.064116454857172,0.504837414437037,0.175517065872881,0.340052747659515,0.278945663741382,0.115366226074618,0.0901182966516033
13117,"Forsyth County, Georgia",1699,1960,496,0.233500758585812,0.644625534458186,0.0803698680520436,0.00654567606087077,0.0349581628430877,0.355374465541814,0.0713306278480311,0.157280571753071,0.247773514868627,0.343855178049557,0.179760107480713
13137,"Habersham County, Georgia",704,1224,364,0.269573863636364,0.52,0.115454545454545,0.0108522727272727,0.0841193181818182,0.48,0.202994440844446,0.347737116742267,0.25817673339927,0.106817639234678,0.084274069779339
13147,"Hart County, Georgia",620,1163,371,0.273360964581763,0.505934438583271,0.133571966842502,0.0132818387339864,0.0738507912584778,0.494065561416729,0.178995134219015,0.367448471926084,0.291564157235799,0.10868733256793,0.0533049040511727
13185,"Lowndes County, Georgia",874,1191,369,0.396468788182329,0.413915704426123,0.110878730172708,0.022620449767191,0.0561163274516495,0.586084295573877,0.134387351778656,0.313551040648746,0.295494654551289,0.156017093767776,0.100549859253533
13191,"McIntosh County, Georgia",644,1212,340,0.246068677792041,0.520860077021823,0.114409499358151,0.0195763799743261,0.0990853658536585,0.479139922978177,0.147619047619048,0.37466307277628,0.293351302785265,0.111320754716981,0.0730458221024259
13199,"Meriwether County, Georgia",667,1130,385,0.344318181818182,0.416306818181818,0.121761363636364,0.0369318181818182,0.0806818181818182,0.583693181818182,0.202858303982661,0.390205906258467,0.297751286914115,0.0692224329450014,0.0399620698997562
13207,"Monroe County, Georgia",891,1390,405,0.28517195176418,0.493657882983475,0.113845466726217,0.0247878517195176,0.0825368468066101,0.506342117016525,0.138187221396731,0.334589259180641,0.264593504563787,0.142273402674591,0.12035661218425
13237,"Putnam County, Georgia",823,1178,421,0.260193960767027,0.542539122768349,0.107229446770994,0.0182389243993829,0.0717985452942473,0.457460877231651,0.124728017406886,0.363624728017407,0.282733905030078,0.141814923844874,0.0870984257007552
13261,"Sumter County, Georgia",650,1060,414,0.392704039571311,0.39484748557296,0.106966199505359,0.025886232481451,0.07959604286892,0.60515251442704,0.181941262237034,0.345188502395334,0.284992709852114,0.110601957925432,0.0772755675900854
13265,"Taliaferro County, Georgia",572,1083,453,0.465032875074716,0.343096234309623,0.112970711297071,0.0239091452480574,0.054991034070532,0.656903765690377,0.27332361516035,0.483236151603499,0.166909620991254,0.0502915451895044,0.0262390670553936
13301,"Warren County, Georgia",570,969,400,0.351450944265316,0.403730999539383,0.128051589129433,0.0271764163979733,0.089590050667895,0.596269000460617,0.254573563514558,0.398608606029374,0.212058747745426,0.0945632568925535,0.0401958258180881
19185,"Wayne County, Iowa",586,1030,424,0.216026515890037,0.57048157535582,0.111717683759017,0.00799376096705011,0.0937804640280756,0.42951842464418,0.112351868732908,0.448951686417502,0.308113035551504,0.0909298085688241,0.0396536007292616
19163,"Scott County, Iowa",1026,1303,526,0.320119670905011,0.496533571140901,0.114298659455728,0.0124057879293481,0.0566423105690121,0.503466428859099,0.0722713990694008,0.298425864831747,0.312153488890222,0.197833743219736,0.119315503988895
20181,"Sherman County, Kansas",844,1134,482,0.251449875724938,0.534797017398509,0.120546810273405,0.00103562551781276,0.0921706710853355,0.465202982601491,0.0916305916305916,0.293650793650794,0.410533910533911,0.156565656565657,0.0476190476190476
20193,"Thomas County, Kansas",880,1233,501,0.258851431475521,0.598170421819414,0.078265288836185,0.00525156699983059,0.0594612908690496,0.401829578180586,0.0587048618115796,0.272543877345168,0.442606415170466,0.159774056889248,0.0663707887835384
20127,"Morris County, Kansas",722,1102,454,0.223573825503356,0.596476510067114,0.0828439597315436,0.0138422818791946,0.0832634228187919,0.403523489932886,0.0903041825095057,0.365731939163498,0.334125475285171,0.149714828897338,0.0601235741444867
20163,"Rooks County, Kansas",607,994,437,0.208192771084337,0.563614457831325,0.106506024096386,0.0171084337349398,0.104578313253012,0.436385542168675,0.111111111111111,0.307106598984772,0.354201917653694,0.170614777213762,0.056965595036661
20025,"Clark County, Kansas",711,1046,439,0.130718954248366,0.626262626262626,0.142602495543672,0.0225787284610814,0.0778371954842543,0.373737373737374,0.047682119205298,0.282781456953642,0.394701986754967,0.219867549668874,0.0549668874172185
20077,"Harper County, Kansas",623,1022,465,0.212977617002035,0.575853493104228,0.103549626950034,0.0167307257517522,0.0908885371919512,0.424146506895772,0.105084745762712,0.372620599739244,0.341590612777053,0.108474576271186,0.0722294654498044
20111,"Lyon County, Kansas",783,1120,477,0.321653120687011,0.509814445637172,0.0990262229719368,0.01502836988192,0.0544778408219598,0.490185554362828,0.117005922460558,0.293883441994725,0.306425123177226,0.168516398745832,0.114169113621659
20145,"Pawnee County, Kansas",604,1029,427,0.273351400180668,0.460885275519422,0.174887082204155,0.00704607046070461,0.0838301716350497,0.539114724480578,0.0824357912178956,0.315865782932891,0.380281690140845,0.168185584092792,0.0532311516155758
20033,"Comanche County, Kansas",534,910,430,0.221333333333333,0.576,0.117333333333333,0.000666666666666667,0.0846666666666667,0.424,0.0726855394032135,0.343534812547819,0.430757459831676,0.127008416220352,0.0260137719969396
20063,"Gove County, Kansas",593,1066,444,0.153005464480874,0.647996357012751,0.109744990892532,0.00910746812386157,0.0801457194899818,0.35200364298725,0.0816221765913758,0.339322381930185,0.359856262833676,0.181724845995893,0.0374743326488706
